condition,preset,call_id,trial,seed,length_bin,response_note_count,response_duration_sec,t_endpoint_commit_ms,t_infer_start_ms,t_first_token_ready_ms,t_first_midi_queued_ms,t_first_midi_out_ms,t_response_end_ms,endpoint_to_first_midi_ms,first_token_latency_ms,queue_delay_ms,total_generation_ms,buffer_underrun_count,buffer_underrun_rate,preload_window_ms,micro_buffer_ms,source_latency_event
L1_preload_on,pentatonic_creative,R06,2,126262875,medium,14,4.800000,0.000000,-150.000000,-79.318500,0.000000,80.000000,4880.000000,80.000000,70.681500,80.000000,1059.073000,0,0.000000,150.000000,80.000000,5477
L0_preload_off,pentatonic_creative,R06,3,126263884,medium,14,4.800000,0.000000,0.000000,129.772000,129.772000,209.772000,5009.772000,209.772000,129.772000,80.000000,1691.764000,1,1.000000,0.000000,80.000000,5478
L1_preload_on,pentatonic_creative,R06,3,126263884,medium,14,4.800000,0.000000,-150.000000,-20.228000,0.000000,80.000000,4880.000000,80.000000,129.772000,80.000000,1691.764000,0,0.000000,150.000000,80.000000,5478
L0_preload_off,pentatonic_creative,R06,4,126264893,medium,16,4.800000,0.000000,0.000000,57.427000,57.427000,137.427000,4937.427000,137.427000,57.427000,80.000000,1199.491000,0,0.000000,0.000000,80.000000,5479
L1_preload_on,pentatonic_creative,R06,4,126264893,medium,16,4.800000,0.000000,-150.000000,-92.573000,0.000000,80.000000,4880.000000,80.000000,57.427000,80.000000,1199.491000,0,0.000000,150.000000,80.000000,5479
L0_preload_off,pentatonic_creative,R06,5,126265902,medium,15,4.800000,0.000000,0.000000,62.148200,62.148200,142.148200,4942.148200,142.148200,62.148200,80.000000,1795.932000,0,0.000000,0.000000,80.000000,5480
L1_preload_on,pentatonic_creative,R06,5,126265902,medium,15,4.800000,0.000000,-150.000000,-87.851800,0.000000,80.000000,4880.000000,80.000000,62.148200,80.000000,1795.932000,0,0.000000,150.000000,80.000000,5480
L0_preload_off,pentatonic_creative,R06,6,126266911,medium,12,4.800000,0.000000,0.000000,74.477500,74.477500,154.477500,4954.477500,154.477500,74.477500,80.000000,948.127000,0,0.000000,0.000000,80.000000,5481
L1_preload_on,pentatonic_creative,R06,6,126266911,medium,12,4.800000,0.000000,-150.000000,-75.522500,0.000000,80.000000,4880.000000,80.000000,74.477500,80.000000,948.127000,0,0.000000,150.000000,80.000000,5481
L0_preload_off,pentatonic_creative,R06,7,126267920,medium,16,4.800000,0.000000,0.000000,68.462500,68.462500,148.462500,4948.462500,148.462500,68.462500,80.000000,1931.289000,0,0.000000,0.000000,80.000000,5482
L1_preload_on,pentatonic_creative,R06,7,126267920,medium,16,4.800000,0.000000,-150.000000,-81.537500,0.000000,80.000000,4880.000000,80.000000,68.462500,80.000000,1931.289000,0,0.000000,150.000000,80.000000,5482
L0_preload_off,pentatonic_creative,R06,8,126268929,medium,16,4.800000,0.000000,0.000000,62.741300,62.741300,142.741300,4942.741300,142.741300,62.741300,80.000000,1800.567000,0,0.000000,0.000000,80.000000,5483
L1_preload_on,pentatonic_creative,R06,8,126268929,medium,16,4.800000,0.000000,-150.000000,-87.258700,0.000000,80.000000,4880.000000,80.000000,62.741300,80.000000,1800.567000,0,0.000000,150.000000,80.000000,5483
L0_preload_off,pentatonic_creative,R06,9,126269938,medium,11,4.800000,0.000000,0.000000,71.240300,71.240300,151.240300,4951.240300,151.240300,71.240300,80.000000,1821.998000,0,0.000000,0.000000,80.000000,5484
L1_preload_on,pentatonic_creative,R06,9,126269938,medium,11,4.800000,0.000000,-150.000000,-78.759700,0.000000,80.000000,4880.000000,80.000000,71.240300,80.000000,1821.998000,0,0.000000,150.000000,80.000000,5484
L0_preload_off,pentatonic_creative,R06,10,126270947,medium,13,4.800000,0.000000,0.000000,63.262500,63.262500,143.262500,4943.262500,143.262500,63.262500,80.000000,1564.319000,0,0.000000,0.000000,80.000000,5485
L1_preload_on,pentatonic_creative,R06,10,126270947,medium,13,4.800000,0.000000,-150.000000,-86.737500,0.000000,80.000000,4880.000000,80.000000,63.262500,80.000000,1564.319000,0,0.000000,150.000000,80.000000,5485
L0_preload_off,pentatonic_creative,R06,11,126271956,medium,14,4.800000,0.000000,0.000000,55.210400,55.210400,135.210400,4935.210400,135.210400,55.210400,80.000000,1605.294000,0,0.000000,0.000000,80.000000,5486
L1_preload_on,pentatonic_creative,R06,11,126271956,medium,14,4.800000,0.000000,-150.000000,-94.789600,0.000000,80.000000,4880.000000,80.000000,55.210400,80.000000,1605.294000,0,0.000000,150.000000,80.000000,5486
L0_preload_off,pentatonic_creative,R06,12,126272965,medium,14,4.800000,0.000000,0.000000,271.993700,271.993700,351.993700,5151.993700,351.993700,271.993700,80.000000,1930.741000,1,1.000000,0.000000,80.000000,5487
L1_preload_on,pentatonic_creative,R06,12,126272965,medium,14,4.800000,0.000000,-150.000000,121.993700,121.993700,201.993700,5001.993700,201.993700,271.993700,80.000000,1930.741000,1,1.000000,150.000000,80.000000,5487
L0_preload_off,pentatonic_creative,R06,13,126273974,medium,14,4.800000,0.000000,0.000000,69.901600,69.901600,149.901600,4949.901600,149.901600,69.901600,80.000000,958.449000,0,0.000000,0.000000,80.000000,5488
L1_preload_on,pentatonic_creative,R06,13,126273974,medium,14,4.800000,0.000000,-150.000000,-80.098400,0.000000,80.000000,4880.000000,80.000000,69.901600,80.000000,958.449000,0,0.000000,150.000000,80.000000,5488
L0_preload_off,pentatonic_creative,R06,14,126274983,medium,15,4.800000,0.000000,0.000000,64.921600,64.921600,144.921600,4944.921600,144.921600,64.921600,80.000000,1620.108000,0,0.000000,0.000000,80.000000,5489
L1_preload_on,pentatonic_creative,R06,14,126274983,medium,15,4.800000,0.000000,-150.000000,-85.078400,0.000000,80.000000,4880.000000,80.000000,64.921600,80.000000,1620.108000,0,0.000000,150.000000,80.000000,5489
L0_preload_off,pentatonic_creative,R06,15,126275992,medium,16,4.800000,0.000000,0.000000,65.048800,65.048800,145.048800,4945.048800,145.048800,65.048800,80.000000,1794.815000,0,0.000000,0.000000,80.000000,5490
L1_preload_on,pentatonic_creative,R06,15,126275992,medium,16,4.800000,0.000000,-150.000000,-84.951200,0.000000,80.000000,4880.000000,80.000000,65.048800,80.000000,1794.815000,0,0.000000,150.000000,80.000000,5490
L0_preload_off,pentatonic_creative,R07,1,127261869,medium,11,4.800000,0.000000,0.000000,125.157100,125.157100,205.157100,5005.157100,205.157100,125.157100,80.000000,1407.883000,1,1.000000,0.000000,80.000000,5491
L1_preload_on,pentatonic_creative,R07,1,127261869,medium,11,4.800000,0.000000,-150.000000,-24.842900,0.000000,80.000000,4880.000000,80.000000,125.157100,80.000000,1407.883000,0,0.000000,150.000000,80.000000,5491
L0_preload_off,pentatonic_creative,R07,2,127262878,short,7,4.800000,0.000000,0.000000,64.830200,64.830200,144.830200,4944.830200,144.830200,64.830200,80.000000,687.668000,0,0.000000,0.000000,80.000000,5492
L1_preload_on,pentatonic_creative,R07,2,127262878,short,7,4.800000,0.000000,-150.000000,-85.169800,0.000000,80.000000,4880.000000,80.000000,64.830200,80.000000,687.668000,0,0.000000,150.000000,80.000000,5492
L0_preload_off,pentatonic_creative,R07,3,127263887,medium,11,4.800000,0.000000,0.000000,73.450200,73.450200,153.450200,4953.450200,153.450200,73.450200,80.000000,1111.943000,0,0.000000,0.000000,80.000000,5493
L1_preload_on,pentatonic_creative,R07,3,127263887,medium,11,4.800000,0.000000,-150.000000,-76.549800,0.000000,80.000000,4880.000000,80.000000,73.450200,80.000000,1111.943000,0,0.000000,150.000000,80.000000,5493
L0_preload_off,pentatonic_creative,R07,4,127264896,medium,12,4.800000,0.000000,0.000000,59.231800,59.231800,139.231800,4939.231800,139.231800,59.231800,80.000000,1211.673000,0,0.000000,0.000000,80.000000,5494
L1_preload_on,pentatonic_creative,R07,4,127264896,medium,12,4.800000,0.000000,-150.000000,-90.768200,0.000000,80.000000,4880.000000,80.000000,59.231800,80.000000,1211.673000,0,0.000000,150.000000,80.000000,5494
L0_preload_off,pentatonic_creative,R07,5,127265905,medium,12,4.800000,0.000000,0.000000,64.545700,64.545700,144.545700,4944.545700,144.545700,64.545700,80.000000,1373.652000,0,0.000000,0.000000,80.000000,5495
L1_preload_on,pentatonic_creative,R07,5,127265905,medium,12,4.800000,0.000000,-150.000000,-85.454300,0.000000,80.000000,4880.000000,80.000000,64.545700,80.000000,1373.652000,0,0.000000,150.000000,80.000000,5495
L0_preload_off,pentatonic_creative,R07,6,127266914,medium,10,4.800000,0.000000,0.000000,60.284300,60.284300,140.284300,4940.284300,140.284300,60.284300,80.000000,1001.067000,0,0.000000,0.000000,80.000000,5496
L1_preload_on,pentatonic_creative,R07,6,127266914,medium,10,4.800000,0.000000,-150.000000,-89.715700,0.000000,80.000000,4880.000000,80.000000,60.284300,80.000000,1001.067000,0,0.000000,150.000000,80.000000,5496
L0_preload_off,pentatonic_creative,R07,7,127267923,medium,10,4.800000,0.000000,0.000000,65.093700,65.093700,145.093700,4945.093700,145.093700,65.093700,80.000000,1516.831000,0,0.000000,0.000000,80.000000,5497
L1_preload_on,pentatonic_creative,R07,7,127267923,medium,10,4.800000,0.000000,-150.000000,-84.906300,0.000000,80.000000,4880.000000,80.000000,65.093700,80.000000,1516.831000,0,0.000000,150.000000,80.000000,5497
L0_preload_off,pentatonic_creative,R07,8,127268932,medium,12,4.800000,0.000000,0.000000,60.168100,60.168100,140.168100,4940.168100,140.168100,60.168100,80.000000,876.252000,0,0.000000,0.000000,80.000000,5498
L1_preload_on,pentatonic_creative,R07,8,127268932,medium,12,4.800000,0.000000,-150.000000,-89.831900,0.000000,80.000000,4880.000000,80.000000,60.168100,80.000000,876.252000,0,0.000000,150.000000,80.000000,5498
L0_preload_off,pentatonic_creative,R07,9,127269941,short,8,4.800000,0.000000,0.000000,65.258700,65.258700,145.258700,4945.258700,145.258700,65.258700,80.000000,510.370000,0,0.000000,0.000000,80.000000,5499
L1_preload_on,pentatonic_creative,R07,9,127269941,short,8,4.800000,0.000000,-150.000000,-84.741300,0.000000,80.000000,4880.000000,80.000000,65.258700,80.000000,510.370000,0,0.000000,150.000000,80.000000,5499
L0_preload_off,pentatonic_creative,R07,10,127270950,short,8,4.800000,0.000000,0.000000,66.655200,66.655200,146.655200,4946.655200,146.655200,66.655200,80.000000,751.924000,0,0.000000,0.000000,80.000000,5500
L1_preload_on,pentatonic_creative,R07,10,127270950,short,8,4.800000,0.000000,-150.000000,-83.344800,0.000000,80.000000,4880.000000,80.000000,66.655200,80.000000,751.924000,0,0.000000,150.000000,80.000000,5500
L0_preload_off,pentatonic_creative,R07,11,127271959,medium,10,4.800000,0.000000,0.000000,120.294200,120.294200,200.294200,5000.294200,200.294200,120.294200,80.000000,1481.696000,1,1.000000,0.000000,80.000000,5501
L1_preload_on,pentatonic_creative,R07,11,127271959,medium,10,4.800000,0.000000,-150.000000,-29.705800,0.000000,80.000000,4880.000000,80.000000,120.294200,80.000000,1481.696000,0,0.000000,150.000000,80.000000,5501
L0_preload_off,pentatonic_creative,R07,12,127272968,medium,11,4.800000,0.000000,0.000000,126.825600,126.825600,206.825600,5006.825600,206.825600,126.825600,80.000000,883.492000,1,1.000000,0.000000,80.000000,5502
L1_preload_on,pentatonic_creative,R07,12,127272968,medium,11,4.800000,0.000000,-150.000000,-23.174400,0.000000,80.000000,4880.000000,80.000000,126.825600,80.000000,883.492000,0,0.000000,150.000000,80.000000,5502
L0_preload_off,pentatonic_creative,R07,13,127273977,medium,11,4.800000,0.000000,0.000000,62.899800,62.899800,142.899800,4942.899800,142.899800,62.899800,80.000000,1762.739000,0,0.000000,0.000000,80.000000,5503
L1_preload_on,pentatonic_creative,R07,13,127273977,medium,11,4.800000,0.000000,-150.000000,-87.100200,0.000000,80.000000,4880.000000,80.000000,62.899800,80.000000,1762.739000,0,0.000000,150.000000,80.000000,5503
L0_preload_off,pentatonic_creative,R07,14,127274986,medium,11,4.800000,0.000000,0.000000,62.892900,62.892900,142.892900,4942.892900,142.892900,62.892900,80.000000,738.043000,0,0.000000,0.000000,80.000000,5504
L1_preload_on,pentatonic_creative,R07,14,127274986,medium,11,4.800000,0.000000,-150.000000,-87.107100,0.000000,80.000000,4880.000000,80.000000,62.892900,80.000000,738.043000,0,0.000000,150.000000,80.000000,5504
L0_preload_off,pentatonic_creative,R07,15,127275995,medium,12,4.800000,0.000000,0.000000,131.032200,131.032200,211.032200,5011.032200,211.032200,131.032200,80.000000,943.707000,1,1.000000,0.000000,80.000000,5505
L1_preload_on,pentatonic_creative,R07,15,127275995,medium,12,4.800000,0.000000,-150.000000,-18.967800,0.000000,80.000000,4880.000000,80.000000,131.032200,80.000000,943.707000,0,0.000000,150.000000,80.000000,5505
L0_preload_off,pentatonic_creative,R08,1,128261872,short,7,4.800000,0.000000,0.000000,255.801400,255.801400,335.801400,5135.801400,335.801400,255.801400,80.000000,2186.458000,1,1.000000,0.000000,80.000000,5506
L1_preload_on,pentatonic_creative,R08,1,128261872,short,7,4.800000,0.000000,-150.000000,105.801400,105.801400,185.801400,4985.801400,185.801400,255.801400,80.000000,2186.458000,1,1.000000,150.000000,80.000000,5506
L0_preload_off,pentatonic_creative,R08,2,128262881,short,7,4.800000,0.000000,0.000000,135.595500,135.595500,215.595500,5015.595500,215.595500,135.595500,80.000000,1508.750000,1,1.000000,0.000000,80.000000,5507
L1_preload_on,pentatonic_creative,R08,2,128262881,short,7,4.800000,0.000000,-150.000000,-14.404500,0.000000,80.000000,4880.000000,80.000000,135.595500,80.000000,1508.750000,0,0.000000,150.000000,80.000000,5507
L0_preload_off,pentatonic_creative,R08,3,128263890,short,8,4.800000,0.000000,0.000000,62.040300,62.040300,142.040300,4942.040300,142.040300,62.040300,80.000000,1246.392000,0,0.000000,0.000000,80.000000,5508
L1_preload_on,pentatonic_creative,R08,3,128263890,short,8,4.800000,0.000000,-150.000000,-87.959700,0.000000,80.000000,4880.000000,80.000000,62.040300,80.000000,1246.392000,0,0.000000,150.000000,80.000000,5508
L0_preload_off,pentatonic_creative,R08,4,128264899,short,4,4.800000,0.000000,0.000000,56.994200,56.994200,136.994200,4936.994200,136.994200,56.994200,80.000000,363.827000,0,0.000000,0.000000,80.000000,5509
L1_preload_on,pentatonic_creative,R08,4,128264899,short,4,4.800000,0.000000,-150.000000,-93.005800,0.000000,80.000000,4880.000000,80.000000,56.994200,80.000000,363.827000,0,0.000000,150.000000,80.000000,5509
L0_preload_off,pentatonic_creative,R08,5,128265908,short,6,4.800000,0.000000,0.000000,59.560200,59.560200,139.560200,4939.560200,139.560200,59.560200,80.000000,686.989000,0,0.000000,0.000000,80.000000,5510
L1_preload_on,pentatonic_creative,R08,5,128265908,short,6,4.800000,0.000000,-150.000000,-90.439800,0.000000,80.000000,4880.000000,80.000000,59.560200,80.000000,686.989000,0,0.000000,150.000000,80.000000,5510
L0_preload_off,pentatonic_creative,R08,6,128266917,short,5,4.800000,0.000000,0.000000,56.982200,56.982200,136.982200,4936.982200,136.982200,56.982200,80.000000,493.704000,0,0.000000,0.000000,80.000000,5511
L1_preload_on,pentatonic_creative,R08,6,128266917,short,5,4.800000,0.000000,-150.000000,-93.017800,0.000000,80.000000,4880.000000,80.000000,56.982200,80.000000,493.704000,0,0.000000,150.000000,80.000000,5511
L0_preload_off,pentatonic_creative,R08,7,128267926,short,7,4.800000,0.000000,0.000000,61.802600,61.802600,141.802600,4941.802600,141.802600,61.802600,80.000000,791.605000,0,0.000000,0.000000,80.000000,5512
L1_preload_on,pentatonic_creative,R08,7,128267926,short,7,4.800000,0.000000,-150.000000,-88.197400,0.000000,80.000000,4880.000000,80.000000,61.802600,80.000000,791.605000,0,0.000000,150.000000,80.000000,5512
L0_preload_off,pentatonic_creative,R08,8,128268935,short,4,4.800000,0.000000,0.000000,67.769400,67.769400,147.769400,4947.769400,147.769400,67.769400,80.000000,500.585000,0,0.000000,0.000000,80.000000,5513
L1_preload_on,pentatonic_creative,R08,8,128268935,short,4,4.800000,0.000000,-150.000000,-82.230600,0.000000,80.000000,4880.000000,80.000000,67.769400,80.000000,500.585000,0,0.000000,150.000000,80.000000,5513
L0_preload_off,pentatonic_creative,R08,9,128269944,medium,9,4.800000,0.000000,0.000000,112.530300,112.530300,192.530300,4992.530300,192.530300,112.530300,80.000000,1258.412000,1,1.000000,0.000000,80.000000,5514
L1_preload_on,pentatonic_creative,R08,9,128269944,medium,9,4.800000,0.000000,-150.000000,-37.469700,0.000000,80.000000,4880.000000,80.000000,112.530300,80.000000,1258.412000,0,0.000000,150.000000,80.000000,5514
L0_preload_off,pentatonic_creative,R08,10,128270953,short,6,4.800000,0.000000,0.000000,56.623300,56.623300,136.623300,4936.623300,136.623300,56.623300,80.000000,938.343000,0,0.000000,0.000000,80.000000,5515
L1_preload_on,pentatonic_creative,R08,10,128270953,short,6,4.800000,0.000000,-150.000000,-93.376700,0.000000,80.000000,4880.000000,80.000000,56.623300,80.000000,938.343000,0,0.000000,150.000000,80.000000,5515
L0_preload_off,pentatonic_creative,R08,11,128271962,short,7,4.800000,0.000000,0.000000,127.854600,127.854600,207.854600,5007.854600,207.854600,127.854600,80.000000,698.235000,1,1.000000,0.000000,80.000000,5516
L1_preload_on,pentatonic_creative,R08,11,128271962,short,7,4.800000,0.000000,-150.000000,-22.145400,0.000000,80.000000,4880.000000,80.000000,127.854600,80.000000,698.235000,0,0.000000,150.000000,80.000000,5516
L0_preload_off,pentatonic_creative,R08,12,128272971,short,5,4.800000,0.000000,0.000000,55.629800,55.629800,135.629800,4935.629800,135.629800,55.629800,80.000000,557.750000,0,0.000000,0.000000,80.000000,5517
L1_preload_on,pentatonic_creative,R08,12,128272971,short,5,4.800000,0.000000,-150.000000,-94.370200,0.000000,80.000000,4880.000000,80.000000,55.629800,80.000000,557.750000,0,0.000000,150.000000,80.000000,5517
L0_preload_off,pentatonic_creative,R08,13,128273980,short,4,4.800000,0.000000,0.000000,60.129400,60.129400,140.129400,4940.129400,140.129400,60.129400,80.000000,375.514000,0,0.000000,0.000000,80.000000,5518
L1_preload_on,pentatonic_creative,R08,13,128273980,short,4,4.800000,0.000000,-150.000000,-89.870600,0.000000,80.000000,4880.000000,80.000000,60.129400,80.000000,375.514000,0,0.000000,150.000000,80.000000,5518
L0_preload_off,pentatonic_creative,R08,14,128274989,short,7,4.800000,0.000000,0.000000,121.499200,121.499200,201.499200,5001.499200,201.499200,121.499200,80.000000,767.586000,1,1.000000,0.000000,80.000000,5519
L1_preload_on,pentatonic_creative,R08,14,128274989,short,7,4.800000,0.000000,-150.000000,-28.500800,0.000000,80.000000,4880.000000,80.000000,121.499200,80.000000,767.586000,0,0.000000,150.000000,80.000000,5519
L0_preload_off,pentatonic_creative,R08,15,128275998,short,7,4.800000,0.000000,0.000000,64.076800,64.076800,144.076800,4944.076800,144.076800,64.076800,80.000000,1270.529000,0,0.000000,0.000000,80.000000,5520
L1_preload_on,pentatonic_creative,R08,15,128275998,short,7,4.800000,0.000000,-150.000000,-85.923200,0.000000,80.000000,4880.000000,80.000000,64.076800,80.000000,1270.529000,0,0.000000,150.000000,80.000000,5520
L0_preload_off,pentatonic_creative,R09,1,129261875,long,24,4.800000,0.000000,0.000000,63.444700,63.444700,143.444700,4943.444700,143.444700,63.444700,80.000000,1755.326000,0,0.000000,0.000000,80.000000,5521
L1_preload_on,pentatonic_creative,R09,1,129261875,long,24,4.800000,0.000000,-150.000000,-86.555300,0.000000,80.000000,4880.000000,80.000000,63.444700,80.000000,1755.326000,0,0.000000,150.000000,80.000000,5521
L0_preload_off,pentatonic_creative,R09,2,129262884,long,23,4.800000,0.000000,0.000000,68.771000,68.771000,148.771000,4948.771000,148.771000,68.771000,80.000000,2020.227000,0,0.000000,0.000000,80.000000,5522
L1_preload_on,pentatonic_creative,R09,2,129262884,long,23,4.800000,0.000000,-150.000000,-81.229000,0.000000,80.000000,4880.000000,80.000000,68.771000,80.000000,2020.227000,0,0.000000,150.000000,80.000000,5522
L0_preload_off,pentatonic_creative,R09,3,129263893,long,24,4.800000,0.000000,0.000000,66.327100,66.327100,146.327100,4946.327100,146.327100,66.327100,80.000000,2286.013000,0,0.000000,0.000000,80.000000,5523
L1_preload_on,pentatonic_creative,R09,3,129263893,long,24,4.800000,0.000000,-150.000000,-83.672900,0.000000,80.000000,4880.000000,80.000000,66.327100,80.000000,2286.013000,0,0.000000,150.000000,80.000000,5523
L0_preload_off,pentatonic_creative,R09,4,129264902,long,24,4.800000,0.000000,0.000000,68.947100,68.947100,148.947100,4948.947100,148.947100,68.947100,80.000000,1808.440000,0,0.000000,0.000000,80.000000,5524
L1_preload_on,pentatonic_creative,R09,4,129264902,long,24,4.800000,0.000000,-150.000000,-81.052900,0.000000,80.000000,4880.000000,80.000000,68.947100,80.000000,1808.440000,0,0.000000,150.000000,80.000000,5524
L0_preload_off,pentatonic_creative,R09,5,129265911,long,24,4.800000,0.000000,0.000000,72.044500,72.044500,152.044500,4952.044500,152.044500,72.044500,80.000000,1743.193000,0,0.000000,0.000000,80.000000,5525
L1_preload_on,pentatonic_creative,R09,5,129265911,long,24,4.800000,0.000000,-150.000000,-77.955500,0.000000,80.000000,4880.000000,80.000000,72.044500,80.000000,1743.193000,0,0.000000,150.000000,80.000000,5525
L0_preload_off,pentatonic_creative,R09,6,129266920,long,24,4.800000,0.000000,0.000000,67.515800,67.515800,147.515800,4947.515800,147.515800,67.515800,80.000000,2158.422000,0,0.000000,0.000000,80.000000,5526
L1_preload_on,pentatonic_creative,R09,6,129266920,long,24,4.800000,0.000000,-150.000000,-82.484200,0.000000,80.000000,4880.000000,80.000000,67.515800,80.000000,2158.422000,0,0.000000,150.000000,80.000000,5526
L0_preload_off,pentatonic_creative,R09,7,129267929,long,23,4.800000,0.000000,0.000000,74.986500,74.986500,154.986500,4954.986500,154.986500,74.986500,80.000000,2712.883000,0,0.000000,0.000000,80.000000,5527
L1_preload_on,pentatonic_creative,R09,7,129267929,long,23,4.800000,0.000000,-150.000000,-75.013500,0.000000,80.000000,4880.000000,80.000000,74.986500,80.000000,2712.883000,0,0.000000,150.000000,80.000000,5527
L0_preload_off,pentatonic_creative,R09,8,129268938,long,24,4.800000,0.000000,0.000000,70.685500,70.685500,150.685500,4950.685500,150.685500,70.685500,80.000000,1797.511000,0,0.000000,0.000000,80.000000,5528
L1_preload_on,pentatonic_creative,R09,8,129268938,long,24,4.800000,0.000000,-150.000000,-79.314500,0.000000,80.000000,4880.000000,80.000000,70.685500,80.000000,1797.511000,0,0.000000,150.000000,80.000000,5528
L0_preload_off,pentatonic_creative,R09,9,129269947,long,24,4.800000,0.000000,0.000000,73.310800,73.310800,153.310800,4953.310800,153.310800,73.310800,80.000000,2737.552000,0,0.000000,0.000000,80.000000,5529
L1_preload_on,pentatonic_creative,R09,9,129269947,long,24,4.800000,0.000000,-150.000000,-76.689200,0.000000,80.000000,4880.000000,80.000000,73.310800,80.000000,2737.552000,0,0.000000,150.000000,80.000000,5529
L0_preload_off,pentatonic_creative,R09,10,129270956,long,24,4.800000,0.000000,0.000000,70.222500,70.222500,150.222500,4950.222500,150.222500,70.222500,80.000000,2380.625000,0,0.000000,0.000000,80.000000,5530
L1_preload_on,pentatonic_creative,R09,10,129270956,long,24,4.800000,0.000000,-150.000000,-79.777500,0.000000,80.000000,4880.000000,80.000000,70.222500,80.000000,2380.625000,0,0.000000,150.000000,80.000000,5530
L0_preload_off,pentatonic_creative,R09,11,129271965,long,24,4.800000,0.000000,0.000000,65.296300,65.296300,145.296300,4945.296300,145.296300,65.296300,80.000000,2301.275000,0,0.000000,0.000000,80.000000,5531
L1_preload_on,pentatonic_creative,R09,11,129271965,long,24,4.800000,0.000000,-150.000000,-84.703700,0.000000,80.000000,4880.000000,80.000000,65.296300,80.000000,2301.275000,0,0.000000,150.000000,80.000000,5531
L0_preload_off,pentatonic_creative,R09,12,129272974,long,24,4.800000,0.000000,0.000000,74.117300,74.117300,154.117300,4954.117300,154.117300,74.117300,80.000000,2680.622000,0,0.000000,0.000000,80.000000,5532
L1_preload_on,pentatonic_creative,R09,12,129272974,long,24,4.800000,0.000000,-150.000000,-75.882700,0.000000,80.000000,4880.000000,80.000000,74.117300,80.000000,2680.622000,0,0.000000,150.000000,80.000000,5532
L0_preload_off,pentatonic_creative,R09,13,129273983,long,23,4.800000,0.000000,0.000000,73.113300,73.113300,153.113300,4953.113300,153.113300,73.113300,80.000000,1935.025000,0,0.000000,0.000000,80.000000,5533
L1_preload_on,pentatonic_creative,R09,13,129273983,long,23,4.800000,0.000000,-150.000000,-76.886700,0.000000,80.000000,4880.000000,80.000000,73.113300,80.000000,1935.025000,0,0.000000,150.000000,80.000000,5533
L0_preload_off,pentatonic_creative,R09,14,129274992,long,24,4.800000,0.000000,0.000000,76.029100,76.029100,156.029100,4956.029100,156.029100,76.029100,80.000000,1992.029000,0,0.000000,0.000000,80.000000,5534
L1_preload_on,pentatonic_creative,R09,14,129274992,long,24,4.800000,0.000000,-150.000000,-73.970900,0.000000,80.000000,4880.000000,80.000000,76.029100,80.000000,1992.029000,0,0.000000,150.000000,80.000000,5534
L0_preload_off,pentatonic_creative,R09,15,129276001,long,22,4.800000,0.000000,0.000000,69.938900,69.938900,149.938900,4949.938900,149.938900,69.938900,80.000000,2034.409000,0,0.000000,0.000000,80.000000,5535
L1_preload_on,pentatonic_creative,R09,15,129276001,long,22,4.800000,0.000000,-150.000000,-80.061100,0.000000,80.000000,4880.000000,80.000000,69.938900,80.000000,2034.409000,0,0.000000,150.000000,80.000000,5535
L0_preload_off,pentatonic_creative,R10,1,130261878,medium,12,4.800000,0.000000,0.000000,57.253900,57.253900,137.253900,4937.253900,137.253900,57.253900,80.000000,1578.337000,0,0.000000,0.000000,80.000000,5536
L1_preload_on,pentatonic_creative,R10,1,130261878,medium,12,4.800000,0.000000,-150.000000,-92.746100,0.000000,80.000000,4880.000000,80.000000,57.253900,80.000000,1578.337000,0,0.000000,150.000000,80.000000,5536
L0_preload_off,pentatonic_creative,R10,2,130262887,medium,12,4.800000,0.000000,0.000000,67.134200,67.134200,147.134200,4947.134200,147.134200,67.134200,80.000000,2030.017000,0,0.000000,0.000000,80.000000,5537
L1_preload_on,pentatonic_creative,R10,2,130262887,medium,12,4.800000,0.000000,-150.000000,-82.865800,0.000000,80.000000,4880.000000,80.000000,67.134200,80.000000,2030.017000,0,0.000000,150.000000,80.000000,5537
L0_preload_off,pentatonic_creative,R10,3,130263896,medium,12,4.800000,0.000000,0.000000,69.569900,69.569900,149.569900,4949.569900,149.569900,69.569900,80.000000,1766.507000,0,0.000000,0.000000,80.000000,5538
L1_preload_on,pentatonic_creative,R10,3,130263896,medium,12,4.800000,0.000000,-150.000000,-80.430100,0.000000,80.000000,4880.000000,80.000000,69.569900,80.000000,1766.507000,0,0.000000,150.000000,80.000000,5538
L0_preload_off,pentatonic_creative,R10,4,130264905,medium,12,4.800000,0.000000,0.000000,57.341000,57.341000,137.341000,4937.341000,137.341000,57.341000,80.000000,1459.151000,0,0.000000,0.000000,80.000000,5539
L1_preload_on,pentatonic_creative,R10,4,130264905,medium,12,4.800000,0.000000,-150.000000,-92.659000,0.000000,80.000000,4880.000000,80.000000,57.341000,80.000000,1459.151000,0,0.000000,150.000000,80.000000,5539
L0_preload_off,pentatonic_creative,R10,5,130265914,medium,12,4.800000,0.000000,0.000000,58.137900,58.137900,138.137900,4938.137900,138.137900,58.137900,80.000000,746.427000,0,0.000000,0.000000,80.000000,5540
L1_preload_on,pentatonic_creative,R10,5,130265914,medium,12,4.800000,0.000000,-150.000000,-91.862100,0.000000,80.000000,4880.000000,80.000000,58.137900,80.000000,746.427000,0,0.000000,150.000000,80.000000,5540
