condition,preset,call_id,trial,seed,length_bin,response_note_count,response_duration_sec,t_endpoint_commit_ms,t_infer_start_ms,t_first_token_ready_ms,t_first_midi_queued_ms,t_first_midi_out_ms,t_response_end_ms,endpoint_to_first_midi_ms,first_token_latency_ms,queue_delay_ms,total_generation_ms,buffer_underrun_count,buffer_underrun_rate,preload_window_ms,micro_buffer_ms,source_latency_event
L0_preload_off,pentatonic_no_theory,P036,10,76270887,long,39,4.800000,0.000000,0.000000,81.825300,81.825300,161.825300,4961.825300,161.825300,81.825300,80.000000,4671.972000,1,1.000000,0.000000,80.000000,685
L1_preload_on,pentatonic_no_theory,P036,10,76270887,long,39,4.800000,0.000000,-150.000000,-68.174700,0.000000,80.000000,4880.000000,80.000000,81.825300,80.000000,4671.972000,0,0.000000,150.000000,80.000000,685
L0_preload_off,pentatonic_no_theory,P036,11,76271896,long,39,4.800000,0.000000,0.000000,80.898000,80.898000,160.898000,4960.898000,160.898000,80.898000,80.000000,4660.165000,1,1.000000,0.000000,80.000000,686
L1_preload_on,pentatonic_no_theory,P036,11,76271896,long,39,4.800000,0.000000,-150.000000,-69.102000,0.000000,80.000000,4880.000000,80.000000,80.898000,80.000000,4660.165000,0,0.000000,150.000000,80.000000,686
L0_preload_off,pentatonic_no_theory,P036,12,76272905,long,39,4.800000,0.000000,0.000000,77.177000,77.177000,157.177000,4957.177000,157.177000,77.177000,80.000000,4808.646000,0,0.000000,0.000000,80.000000,687
L1_preload_on,pentatonic_no_theory,P036,12,76272905,long,39,4.800000,0.000000,-150.000000,-72.823000,0.000000,80.000000,4880.000000,80.000000,77.177000,80.000000,4808.646000,0,0.000000,150.000000,80.000000,687
L0_preload_off,pentatonic_no_theory,P036,13,76273914,long,39,4.800000,0.000000,0.000000,78.789000,78.789000,158.789000,4958.789000,158.789000,78.789000,80.000000,4648.428000,0,0.000000,0.000000,80.000000,688
L1_preload_on,pentatonic_no_theory,P036,13,76273914,long,39,4.800000,0.000000,-150.000000,-71.211000,0.000000,80.000000,4880.000000,80.000000,78.789000,80.000000,4648.428000,0,0.000000,150.000000,80.000000,688
L0_preload_off,pentatonic_no_theory,P036,14,76274923,long,39,4.800000,0.000000,0.000000,77.948100,77.948100,157.948100,4957.948100,157.948100,77.948100,80.000000,4661.749000,0,0.000000,0.000000,80.000000,689
L1_preload_on,pentatonic_no_theory,P036,14,76274923,long,39,4.800000,0.000000,-150.000000,-72.051900,0.000000,80.000000,4880.000000,80.000000,77.948100,80.000000,4661.749000,0,0.000000,150.000000,80.000000,689
L0_preload_off,pentatonic_no_theory,P036,15,76275932,long,39,4.800000,0.000000,0.000000,93.246000,93.246000,173.246000,4973.246000,173.246000,93.246000,80.000000,4660.891000,1,1.000000,0.000000,80.000000,690
L1_preload_on,pentatonic_no_theory,P036,15,76275932,long,39,4.800000,0.000000,-150.000000,-56.754000,0.000000,80.000000,4880.000000,80.000000,93.246000,80.000000,4660.891000,0,0.000000,150.000000,80.000000,690
L0_preload_off,pentatonic_no_theory,P037,1,77261809,long,31,4.800000,0.000000,0.000000,66.897900,66.897900,146.897900,4946.897900,146.897900,66.897900,80.000000,5402.762000,0,0.000000,0.000000,80.000000,691
L1_preload_on,pentatonic_no_theory,P037,1,77261809,long,31,4.800000,0.000000,-150.000000,-83.102100,0.000000,80.000000,4880.000000,80.000000,66.897900,80.000000,5402.762000,0,0.000000,150.000000,80.000000,691
L0_preload_off,pentatonic_no_theory,P037,2,77262818,long,31,4.800000,0.000000,0.000000,74.028400,74.028400,154.028400,4954.028400,154.028400,74.028400,80.000000,3126.312000,0,0.000000,0.000000,80.000000,692
L1_preload_on,pentatonic_no_theory,P037,2,77262818,long,31,4.800000,0.000000,-150.000000,-75.971600,0.000000,80.000000,4880.000000,80.000000,74.028400,80.000000,3126.312000,0,0.000000,150.000000,80.000000,692
L0_preload_off,pentatonic_no_theory,P037,3,77263827,long,31,4.800000,0.000000,0.000000,69.497100,69.497100,149.497100,4949.497100,149.497100,69.497100,80.000000,4760.948000,0,0.000000,0.000000,80.000000,693
L1_preload_on,pentatonic_no_theory,P037,3,77263827,long,31,4.800000,0.000000,-150.000000,-80.502900,0.000000,80.000000,4880.000000,80.000000,69.497100,80.000000,4760.948000,0,0.000000,150.000000,80.000000,693
L0_preload_off,pentatonic_no_theory,P037,4,77264836,long,31,4.800000,0.000000,0.000000,75.887500,75.887500,155.887500,4955.887500,155.887500,75.887500,80.000000,3095.219000,0,0.000000,0.000000,80.000000,694
L1_preload_on,pentatonic_no_theory,P037,4,77264836,long,31,4.800000,0.000000,-150.000000,-74.112500,0.000000,80.000000,4880.000000,80.000000,75.887500,80.000000,3095.219000,0,0.000000,150.000000,80.000000,694
L0_preload_off,pentatonic_no_theory,P037,5,77265845,long,31,4.800000,0.000000,0.000000,74.100100,74.100100,154.100100,4954.100100,154.100100,74.100100,80.000000,3102.196000,0,0.000000,0.000000,80.000000,695
L1_preload_on,pentatonic_no_theory,P037,5,77265845,long,31,4.800000,0.000000,-150.000000,-75.899900,0.000000,80.000000,4880.000000,80.000000,74.100100,80.000000,3102.196000,0,0.000000,150.000000,80.000000,695
L0_preload_off,pentatonic_no_theory,P037,6,77266854,long,31,4.800000,0.000000,0.000000,68.375900,68.375900,148.375900,4948.375900,148.375900,68.375900,80.000000,3096.193000,0,0.000000,0.000000,80.000000,696
L1_preload_on,pentatonic_no_theory,P037,6,77266854,long,31,4.800000,0.000000,-150.000000,-81.624100,0.000000,80.000000,4880.000000,80.000000,68.375900,80.000000,3096.193000,0,0.000000,150.000000,80.000000,696
L0_preload_off,pentatonic_no_theory,P037,7,77267863,long,31,4.800000,0.000000,0.000000,77.196800,77.196800,157.196800,4957.196800,157.196800,77.196800,80.000000,3116.197000,0,0.000000,0.000000,80.000000,697
L1_preload_on,pentatonic_no_theory,P037,7,77267863,long,31,4.800000,0.000000,-150.000000,-72.803200,0.000000,80.000000,4880.000000,80.000000,77.196800,80.000000,3116.197000,0,0.000000,150.000000,80.000000,697
L0_preload_off,pentatonic_no_theory,P037,8,77268872,long,31,4.800000,0.000000,0.000000,73.947700,73.947700,153.947700,4953.947700,153.947700,73.947700,80.000000,3222.541000,0,0.000000,0.000000,80.000000,698
L1_preload_on,pentatonic_no_theory,P037,8,77268872,long,31,4.800000,0.000000,-150.000000,-76.052300,0.000000,80.000000,4880.000000,80.000000,73.947700,80.000000,3222.541000,0,0.000000,150.000000,80.000000,698
L0_preload_off,pentatonic_no_theory,P037,9,77269881,long,31,4.800000,0.000000,0.000000,75.708600,75.708600,155.708600,4955.708600,155.708600,75.708600,80.000000,3223.320000,0,0.000000,0.000000,80.000000,699
L1_preload_on,pentatonic_no_theory,P037,9,77269881,long,31,4.800000,0.000000,-150.000000,-74.291400,0.000000,80.000000,4880.000000,80.000000,75.708600,80.000000,3223.320000,0,0.000000,150.000000,80.000000,699
L0_preload_off,pentatonic_no_theory,P037,10,77270890,long,31,4.800000,0.000000,0.000000,68.219100,68.219100,148.219100,4948.219100,148.219100,68.219100,80.000000,3186.448000,0,0.000000,0.000000,80.000000,700
L1_preload_on,pentatonic_no_theory,P037,10,77270890,long,31,4.800000,0.000000,-150.000000,-81.780900,0.000000,80.000000,4880.000000,80.000000,68.219100,80.000000,3186.448000,0,0.000000,150.000000,80.000000,700
L0_preload_off,pentatonic_no_theory,P037,11,77271899,long,31,4.800000,0.000000,0.000000,75.491400,75.491400,155.491400,4955.491400,155.491400,75.491400,80.000000,3185.628000,0,0.000000,0.000000,80.000000,701
L1_preload_on,pentatonic_no_theory,P037,11,77271899,long,31,4.800000,0.000000,-150.000000,-74.508600,0.000000,80.000000,4880.000000,80.000000,75.491400,80.000000,3185.628000,0,0.000000,150.000000,80.000000,701
L0_preload_off,pentatonic_no_theory,P037,12,77272908,long,31,4.800000,0.000000,0.000000,75.791800,75.791800,155.791800,4955.791800,155.791800,75.791800,80.000000,3388.774000,0,0.000000,0.000000,80.000000,702
L1_preload_on,pentatonic_no_theory,P037,12,77272908,long,31,4.800000,0.000000,-150.000000,-74.208200,0.000000,80.000000,4880.000000,80.000000,75.791800,80.000000,3388.774000,0,0.000000,150.000000,80.000000,702
L0_preload_off,pentatonic_no_theory,P037,13,77273917,long,31,4.800000,0.000000,0.000000,74.623800,74.623800,154.623800,4954.623800,154.623800,74.623800,80.000000,3106.232000,0,0.000000,0.000000,80.000000,703
L1_preload_on,pentatonic_no_theory,P037,13,77273917,long,31,4.800000,0.000000,-150.000000,-75.376200,0.000000,80.000000,4880.000000,80.000000,74.623800,80.000000,3106.232000,0,0.000000,150.000000,80.000000,703
L0_preload_off,pentatonic_no_theory,P037,14,77274926,long,31,4.800000,0.000000,0.000000,70.737300,70.737300,150.737300,4950.737300,150.737300,70.737300,80.000000,3100.559000,0,0.000000,0.000000,80.000000,704
L1_preload_on,pentatonic_no_theory,P037,14,77274926,long,31,4.800000,0.000000,-150.000000,-79.262700,0.000000,80.000000,4880.000000,80.000000,70.737300,80.000000,3100.559000,0,0.000000,150.000000,80.000000,704
L0_preload_off,pentatonic_no_theory,P037,15,77275935,long,31,4.800000,0.000000,0.000000,73.760200,73.760200,153.760200,4953.760200,153.760200,73.760200,80.000000,3898.572000,0,0.000000,0.000000,80.000000,705
L1_preload_on,pentatonic_no_theory,P037,15,77275935,long,31,4.800000,0.000000,-150.000000,-76.239800,0.000000,80.000000,4880.000000,80.000000,73.760200,80.000000,3898.572000,0,0.000000,150.000000,80.000000,705
L0_preload_off,pentatonic_no_theory,P038,1,78261812,long,43,4.800000,0.000000,0.000000,103.060700,103.060700,183.060700,4983.060700,183.060700,103.060700,80.000000,6455.614000,1,1.000000,0.000000,80.000000,706
L1_preload_on,pentatonic_no_theory,P038,1,78261812,long,43,4.800000,0.000000,-150.000000,-46.939300,0.000000,80.000000,4880.000000,80.000000,103.060700,80.000000,6455.614000,0,0.000000,150.000000,80.000000,706
L0_preload_off,pentatonic_no_theory,P038,2,78262821,long,46,4.800000,0.000000,0.000000,113.240000,113.240000,193.240000,4993.240000,193.240000,113.240000,80.000000,7913.938000,1,1.000000,0.000000,80.000000,707
L1_preload_on,pentatonic_no_theory,P038,2,78262821,long,46,4.800000,0.000000,-150.000000,-36.760000,0.000000,80.000000,4880.000000,80.000000,113.240000,80.000000,7913.938000,0,0.000000,150.000000,80.000000,707
L0_preload_off,pentatonic_no_theory,P038,3,78263830,long,46,4.800000,0.000000,0.000000,114.037300,114.037300,194.037300,4994.037300,194.037300,114.037300,80.000000,6524.042000,1,1.000000,0.000000,80.000000,708
L1_preload_on,pentatonic_no_theory,P038,3,78263830,long,46,4.800000,0.000000,-150.000000,-35.962700,0.000000,80.000000,4880.000000,80.000000,114.037300,80.000000,6524.042000,0,0.000000,150.000000,80.000000,708
L0_preload_off,pentatonic_no_theory,P038,4,78264839,long,46,4.800000,0.000000,0.000000,115.739800,115.739800,195.739800,4995.739800,195.739800,115.739800,80.000000,6728.150000,1,1.000000,0.000000,80.000000,709
L1_preload_on,pentatonic_no_theory,P038,4,78264839,long,46,4.800000,0.000000,-150.000000,-34.260200,0.000000,80.000000,4880.000000,80.000000,115.739800,80.000000,6728.150000,0,0.000000,150.000000,80.000000,709
L0_preload_off,pentatonic_no_theory,P038,5,78265848,long,46,4.800000,0.000000,0.000000,111.799700,111.799700,191.799700,4991.799700,191.799700,111.799700,80.000000,6372.961000,1,1.000000,0.000000,80.000000,710
L1_preload_on,pentatonic_no_theory,P038,5,78265848,long,46,4.800000,0.000000,-150.000000,-38.200300,0.000000,80.000000,4880.000000,80.000000,111.799700,80.000000,6372.961000,0,0.000000,150.000000,80.000000,710
L0_preload_off,pentatonic_no_theory,P038,6,78266857,long,46,4.800000,0.000000,0.000000,110.768400,110.768400,190.768400,4990.768400,190.768400,110.768400,80.000000,6603.415000,1,1.000000,0.000000,80.000000,711
L1_preload_on,pentatonic_no_theory,P038,6,78266857,long,46,4.800000,0.000000,-150.000000,-39.231600,0.000000,80.000000,4880.000000,80.000000,110.768400,80.000000,6603.415000,0,0.000000,150.000000,80.000000,711
L0_preload_off,pentatonic_no_theory,P038,7,78267866,long,46,4.800000,0.000000,0.000000,112.778400,112.778400,192.778400,4992.778400,192.778400,112.778400,80.000000,7479.737000,1,1.000000,0.000000,80.000000,712
L1_preload_on,pentatonic_no_theory,P038,7,78267866,long,46,4.800000,0.000000,-150.000000,-37.221600,0.000000,80.000000,4880.000000,80.000000,112.778400,80.000000,7479.737000,0,0.000000,150.000000,80.000000,712
L0_preload_off,pentatonic_no_theory,P038,8,78268875,long,46,4.800000,0.000000,0.000000,110.494100,110.494100,190.494100,4990.494100,190.494100,110.494100,80.000000,7318.483000,1,1.000000,0.000000,80.000000,713
L1_preload_on,pentatonic_no_theory,P038,8,78268875,long,46,4.800000,0.000000,-150.000000,-39.505900,0.000000,80.000000,4880.000000,80.000000,110.494100,80.000000,7318.483000,0,0.000000,150.000000,80.000000,713
L0_preload_off,pentatonic_no_theory,P038,9,78269884,long,46,4.800000,0.000000,0.000000,117.368500,117.368500,197.368500,4997.368500,197.368500,117.368500,80.000000,6881.544000,1,1.000000,0.000000,80.000000,714
L1_preload_on,pentatonic_no_theory,P038,9,78269884,long,46,4.800000,0.000000,-150.000000,-32.631500,0.000000,80.000000,4880.000000,80.000000,117.368500,80.000000,6881.544000,0,0.000000,150.000000,80.000000,714
L0_preload_off,pentatonic_no_theory,P038,10,78270893,long,24,4.800000,0.000000,0.000000,113.024400,113.024400,193.024400,4993.024400,193.024400,113.024400,80.000000,3930.583000,1,1.000000,0.000000,80.000000,715
L1_preload_on,pentatonic_no_theory,P038,10,78270893,long,24,4.800000,0.000000,-150.000000,-36.975600,0.000000,80.000000,4880.000000,80.000000,113.024400,80.000000,3930.583000,0,0.000000,150.000000,80.000000,715
L0_preload_off,pentatonic_no_theory,P038,11,78271902,long,46,4.800000,0.000000,0.000000,111.578500,111.578500,191.578500,4991.578500,191.578500,111.578500,80.000000,6499.790000,1,1.000000,0.000000,80.000000,716
L1_preload_on,pentatonic_no_theory,P038,11,78271902,long,46,4.800000,0.000000,-150.000000,-38.421500,0.000000,80.000000,4880.000000,80.000000,111.578500,80.000000,6499.790000,0,0.000000,150.000000,80.000000,716
L0_preload_off,pentatonic_no_theory,P038,12,78272911,long,37,4.800000,0.000000,0.000000,115.579600,115.579600,195.579600,4995.579600,195.579600,115.579600,80.000000,5136.215000,1,1.000000,0.000000,80.000000,717
L1_preload_on,pentatonic_no_theory,P038,12,78272911,long,37,4.800000,0.000000,-150.000000,-34.420400,0.000000,80.000000,4880.000000,80.000000,115.579600,80.000000,5136.215000,0,0.000000,150.000000,80.000000,717
L0_preload_off,pentatonic_no_theory,P038,13,78273920,long,46,4.800000,0.000000,0.000000,112.841800,112.841800,192.841800,4992.841800,192.841800,112.841800,80.000000,8646.843000,1,1.000000,0.000000,80.000000,718
L1_preload_on,pentatonic_no_theory,P038,13,78273920,long,46,4.800000,0.000000,-150.000000,-37.158200,0.000000,80.000000,4880.000000,80.000000,112.841800,80.000000,8646.843000,0,0.000000,150.000000,80.000000,718
L0_preload_off,pentatonic_no_theory,P038,14,78274929,long,46,4.800000,0.000000,0.000000,112.734000,112.734000,192.734000,4992.734000,192.734000,112.734000,80.000000,7473.780000,1,1.000000,0.000000,80.000000,719
L1_preload_on,pentatonic_no_theory,P038,14,78274929,long,46,4.800000,0.000000,-150.000000,-37.266000,0.000000,80.000000,4880.000000,80.000000,112.734000,80.000000,7473.780000,0,0.000000,150.000000,80.000000,719
L0_preload_off,pentatonic_no_theory,P038,15,78275938,long,39,4.800000,0.000000,0.000000,111.765000,111.765000,191.765000,4991.765000,191.765000,111.765000,80.000000,5360.907000,1,1.000000,0.000000,80.000000,720
L1_preload_on,pentatonic_no_theory,P038,15,78275938,long,39,4.800000,0.000000,-150.000000,-38.235000,0.000000,80.000000,4880.000000,80.000000,111.765000,80.000000,5360.907000,0,0.000000,150.000000,80.000000,720
L0_preload_off,pentatonic_no_theory,P039,1,79261815,medium,13,4.800000,0.000000,0.000000,51.625900,51.625900,131.625900,4931.625900,131.625900,51.625900,80.000000,2209.754000,0,0.000000,0.000000,80.000000,721
L1_preload_on,pentatonic_no_theory,P039,1,79261815,medium,13,4.800000,0.000000,-150.000000,-98.374100,0.000000,80.000000,4880.000000,80.000000,51.625900,80.000000,2209.754000,0,0.000000,150.000000,80.000000,721
L0_preload_off,pentatonic_no_theory,P039,2,79262824,medium,9,4.800000,0.000000,0.000000,48.872100,48.872100,128.872100,4928.872100,128.872100,48.872100,80.000000,1290.853000,0,0.000000,0.000000,80.000000,722
L1_preload_on,pentatonic_no_theory,P039,2,79262824,medium,9,4.800000,0.000000,-150.000000,-101.127900,0.000000,80.000000,4880.000000,80.000000,48.872100,80.000000,1290.853000,0,0.000000,150.000000,80.000000,722
L0_preload_off,pentatonic_no_theory,P039,3,79263833,medium,15,4.800000,0.000000,0.000000,54.610200,54.610200,134.610200,4934.610200,134.610200,54.610200,80.000000,1462.244000,0,0.000000,0.000000,80.000000,723
L1_preload_on,pentatonic_no_theory,P039,3,79263833,medium,15,4.800000,0.000000,-150.000000,-95.389800,0.000000,80.000000,4880.000000,80.000000,54.610200,80.000000,1462.244000,0,0.000000,150.000000,80.000000,723
L0_preload_off,pentatonic_no_theory,P039,4,79264842,medium,15,4.800000,0.000000,0.000000,55.304900,55.304900,135.304900,4935.304900,135.304900,55.304900,80.000000,2526.457000,0,0.000000,0.000000,80.000000,724
L1_preload_on,pentatonic_no_theory,P039,4,79264842,medium,15,4.800000,0.000000,-150.000000,-94.695100,0.000000,80.000000,4880.000000,80.000000,55.304900,80.000000,2526.457000,0,0.000000,150.000000,80.000000,724
L0_preload_off,pentatonic_no_theory,P039,5,79265851,medium,16,4.800000,0.000000,0.000000,71.252800,71.252800,151.252800,4951.252800,151.252800,71.252800,80.000000,1967.306000,0,0.000000,0.000000,80.000000,725
L1_preload_on,pentatonic_no_theory,P039,5,79265851,medium,16,4.800000,0.000000,-150.000000,-78.747200,0.000000,80.000000,4880.000000,80.000000,71.252800,80.000000,1967.306000,0,0.000000,150.000000,80.000000,725
L0_preload_off,pentatonic_no_theory,P039,6,79266860,medium,16,4.800000,0.000000,0.000000,182.478700,182.478700,262.478700,5062.478700,262.478700,182.478700,80.000000,1711.390000,1,1.000000,0.000000,80.000000,726
L1_preload_on,pentatonic_no_theory,P039,6,79266860,medium,16,4.800000,0.000000,-150.000000,32.478700,32.478700,112.478700,4912.478700,112.478700,182.478700,80.000000,1711.390000,0,0.000000,150.000000,80.000000,726
L0_preload_off,pentatonic_no_theory,P039,7,79267869,medium,12,4.800000,0.000000,0.000000,57.364000,57.364000,137.364000,4937.364000,137.364000,57.364000,80.000000,1935.105000,0,0.000000,0.000000,80.000000,727
L1_preload_on,pentatonic_no_theory,P039,7,79267869,medium,12,4.800000,0.000000,-150.000000,-92.636000,0.000000,80.000000,4880.000000,80.000000,57.364000,80.000000,1935.105000,0,0.000000,150.000000,80.000000,727
L0_preload_off,pentatonic_no_theory,P039,8,79268878,medium,11,4.800000,0.000000,0.000000,253.451400,253.451400,333.451400,5133.451400,333.451400,253.451400,80.000000,1731.767000,1,1.000000,0.000000,80.000000,728
L1_preload_on,pentatonic_no_theory,P039,8,79268878,medium,11,4.800000,0.000000,-150.000000,103.451400,103.451400,183.451400,4983.451400,183.451400,253.451400,80.000000,1731.767000,1,1.000000,150.000000,80.000000,728
L0_preload_off,pentatonic_no_theory,P039,9,79269887,medium,15,4.800000,0.000000,0.000000,55.759700,55.759700,135.759700,4935.759700,135.759700,55.759700,80.000000,1291.022000,0,0.000000,0.000000,80.000000,729
L1_preload_on,pentatonic_no_theory,P039,9,79269887,medium,15,4.800000,0.000000,-150.000000,-94.240300,0.000000,80.000000,4880.000000,80.000000,55.759700,80.000000,1291.022000,0,0.000000,150.000000,80.000000,729
L0_preload_off,pentatonic_no_theory,P039,10,79270896,medium,15,4.800000,0.000000,0.000000,53.360300,53.360300,133.360300,4933.360300,133.360300,53.360300,80.000000,1228.074000,0,0.000000,0.000000,80.000000,730
L1_preload_on,pentatonic_no_theory,P039,10,79270896,medium,15,4.800000,0.000000,-150.000000,-96.639700,0.000000,80.000000,4880.000000,80.000000,53.360300,80.000000,1228.074000,0,0.000000,150.000000,80.000000,730
L0_preload_off,pentatonic_no_theory,P039,11,79271905,medium,11,4.800000,0.000000,0.000000,50.174900,50.174900,130.174900,4930.174900,130.174900,50.174900,80.000000,2751.989000,0,0.000000,0.000000,80.000000,731
L1_preload_on,pentatonic_no_theory,P039,11,79271905,medium,11,4.800000,0.000000,-150.000000,-99.825100,0.000000,80.000000,4880.000000,80.000000,50.174900,80.000000,2751.989000,0,0.000000,150.000000,80.000000,731
L0_preload_off,pentatonic_no_theory,P039,12,79272914,medium,14,4.800000,0.000000,0.000000,48.947800,48.947800,128.947800,4928.947800,128.947800,48.947800,80.000000,1157.268000,0,0.000000,0.000000,80.000000,732
L1_preload_on,pentatonic_no_theory,P039,12,79272914,medium,14,4.800000,0.000000,-150.000000,-101.052200,0.000000,80.000000,4880.000000,80.000000,48.947800,80.000000,1157.268000,0,0.000000,150.000000,80.000000,732
L0_preload_off,pentatonic_no_theory,P039,13,79273923,medium,15,4.800000,0.000000,0.000000,49.133800,49.133800,129.133800,4929.133800,129.133800,49.133800,80.000000,1469.497000,0,0.000000,0.000000,80.000000,733
L1_preload_on,pentatonic_no_theory,P039,13,79273923,medium,15,4.800000,0.000000,-150.000000,-100.866200,0.000000,80.000000,4880.000000,80.000000,49.133800,80.000000,1469.497000,0,0.000000,150.000000,80.000000,733
L0_preload_off,pentatonic_no_theory,P039,14,79274932,long,17,4.800000,0.000000,0.000000,53.548100,53.548100,133.548100,4933.548100,133.548100,53.548100,80.000000,1891.542000,0,0.000000,0.000000,80.000000,734
L1_preload_on,pentatonic_no_theory,P039,14,79274932,long,17,4.800000,0.000000,-150.000000,-96.451900,0.000000,80.000000,4880.000000,80.000000,53.548100,80.000000,1891.542000,0,0.000000,150.000000,80.000000,734
L0_preload_off,pentatonic_no_theory,P039,15,79275941,long,17,4.800000,0.000000,0.000000,103.115900,103.115900,183.115900,4983.115900,183.115900,103.115900,80.000000,1797.567000,1,1.000000,0.000000,80.000000,735
L1_preload_on,pentatonic_no_theory,P039,15,79275941,long,17,4.800000,0.000000,-150.000000,-46.884100,0.000000,80.000000,4880.000000,80.000000,103.115900,80.000000,1797.567000,0,0.000000,150.000000,80.000000,735
L0_preload_off,pentatonic_no_theory,P040,1,80261818,long,19,4.800000,0.000000,0.000000,183.208600,183.208600,263.208600,5063.208600,263.208600,183.208600,80.000000,2218.939000,1,1.000000,0.000000,80.000000,736
L1_preload_on,pentatonic_no_theory,P040,1,80261818,long,19,4.800000,0.000000,-150.000000,33.208600,33.208600,113.208600,4913.208600,113.208600,183.208600,80.000000,2218.939000,0,0.000000,150.000000,80.000000,736
L0_preload_off,pentatonic_no_theory,P040,2,80262827,medium,14,4.800000,0.000000,0.000000,133.349400,133.349400,213.349400,5013.349400,213.349400,133.349400,80.000000,4731.693000,1,1.000000,0.000000,80.000000,737
L1_preload_on,pentatonic_no_theory,P040,2,80262827,medium,14,4.800000,0.000000,-150.000000,-16.650600,0.000000,80.000000,4880.000000,80.000000,133.349400,80.000000,4731.693000,0,0.000000,150.000000,80.000000,737
L0_preload_off,pentatonic_no_theory,P040,3,80263836,medium,14,4.800000,0.000000,0.000000,397.047400,397.047400,477.047400,5277.047400,477.047400,397.047400,80.000000,1629.306000,1,1.000000,0.000000,80.000000,738
L1_preload_on,pentatonic_no_theory,P040,3,80263836,medium,14,4.800000,0.000000,-150.000000,247.047400,247.047400,327.047400,5127.047400,327.047400,397.047400,80.000000,1629.306000,1,1.000000,150.000000,80.000000,738
L0_preload_off,pentatonic_no_theory,P040,4,80264845,short,8,4.800000,0.000000,0.000000,399.572100,399.572100,479.572100,5279.572100,479.572100,399.572100,80.000000,1068.404000,1,1.000000,0.000000,80.000000,739
L1_preload_on,pentatonic_no_theory,P040,4,80264845,short,8,4.800000,0.000000,-150.000000,249.572100,249.572100,329.572100,5129.572100,329.572100,399.572100,80.000000,1068.404000,1,1.000000,150.000000,80.000000,739
L0_preload_off,pentatonic_no_theory,P040,5,80265854,medium,9,4.800000,0.000000,0.000000,62.767600,62.767600,142.767600,4942.767600,142.767600,62.767600,80.000000,1539.660000,0,0.000000,0.000000,80.000000,740
L1_preload_on,pentatonic_no_theory,P040,5,80265854,medium,9,4.800000,0.000000,-150.000000,-87.232400,0.000000,80.000000,4880.000000,80.000000,62.767600,80.000000,1539.660000,0,0.000000,150.000000,80.000000,740
L0_preload_off,pentatonic_no_theory,P040,6,80266863,medium,14,4.800000,0.000000,0.000000,64.800800,64.800800,144.800800,4944.800800,144.800800,64.800800,80.000000,1657.518000,0,0.000000,0.000000,80.000000,741
L1_preload_on,pentatonic_no_theory,P040,6,80266863,medium,14,4.800000,0.000000,-150.000000,-85.199200,0.000000,80.000000,4880.000000,80.000000,64.800800,80.000000,1657.518000,0,0.000000,150.000000,80.000000,741
L0_preload_off,pentatonic_no_theory,P040,7,80267872,medium,12,4.800000,0.000000,0.000000,199.561300,199.561300,279.561300,5079.561300,279.561300,199.561300,80.000000,1828.857000,1,1.000000,0.000000,80.000000,742
L1_preload_on,pentatonic_no_theory,P040,7,80267872,medium,12,4.800000,0.000000,-150.000000,49.561300,49.561300,129.561300,4929.561300,129.561300,199.561300,80.000000,1828.857000,0,0.000000,150.000000,80.000000,742
L0_preload_off,pentatonic_no_theory,P040,8,80268881,medium,14,4.800000,0.000000,0.000000,266.218500,266.218500,346.218500,5146.218500,346.218500,266.218500,80.000000,1736.795000,1,1.000000,0.000000,80.000000,743
L1_preload_on,pentatonic_no_theory,P040,8,80268881,medium,14,4.800000,0.000000,-150.000000,116.218500,116.218500,196.218500,4996.218500,196.218500,266.218500,80.000000,1736.795000,1,1.000000,150.000000,80.000000,743
L0_preload_off,pentatonic_no_theory,P040,9,80269890,long,23,4.800000,0.000000,0.000000,332.875000,332.875000,412.875000,5212.875000,412.875000,332.875000,80.000000,2991.657000,1,1.000000,0.000000,80.000000,744
L1_preload_on,pentatonic_no_theory,P040,9,80269890,long,23,4.800000,0.000000,-150.000000,182.875000,182.875000,262.875000,5062.875000,262.875000,332.875000,80.000000,2991.657000,1,1.000000,150.000000,80.000000,744
L0_preload_off,pentatonic_no_theory,P040,10,80270899,medium,13,4.800000,0.000000,0.000000,72.123900,72.123900,152.123900,4952.123900,152.123900,72.123900,80.000000,1275.796000,0,0.000000,0.000000,80.000000,745
L1_preload_on,pentatonic_no_theory,P040,10,80270899,medium,13,4.800000,0.000000,-150.000000,-77.876100,0.000000,80.000000,4880.000000,80.000000,72.123900,80.000000,1275.796000,0,0.000000,150.000000,80.000000,745
L0_preload_off,pentatonic_no_theory,P040,11,80271908,long,22,4.800000,0.000000,0.000000,387.991200,387.991200,467.991200,5267.991200,467.991200,387.991200,80.000000,2435.573000,1,1.000000,0.000000,80.000000,746
L1_preload_on,pentatonic_no_theory,P040,11,80271908,long,22,4.800000,0.000000,-150.000000,237.991200,237.991200,317.991200,5117.991200,317.991200,387.991200,80.000000,2435.573000,1,1.000000,150.000000,80.000000,746
L0_preload_off,pentatonic_no_theory,P040,12,80272917,short,8,4.800000,0.000000,0.000000,200.111500,200.111500,280.111500,5080.111500,280.111500,200.111500,80.000000,866.275000,1,1.000000,0.000000,80.000000,747
L1_preload_on,pentatonic_no_theory,P040,12,80272917,short,8,4.800000,0.000000,-150.000000,50.111500,50.111500,130.111500,4930.111500,130.111500,200.111500,80.000000,866.275000,0,0.000000,150.000000,80.000000,747
