family,question_id,n_participants,controlled_mean,comparator_mean,mean_difference,bootstrap_ci_low,bootstrap_ci_high,sign_flip_p,cohens_dz
ablation_a0_vs_a4,aggregate,41,2.7865853658536586,2.9451219512195124,-0.15853658536585366,-0.32621951219512196,0.006097560975609756,0.07845960770196149,-0.28868692324075196
baseline_motif_vs_a6,aggregate,41,1.9085365853658536,2.2560975609756095,-0.3475609756097561,-0.5335365853658537,-0.16158536585365854,0.0009299953500232498,-0.5696380388208251
