call_id,origin,source_dataset,category,sub_category,preset,candidate,trial,seed,source_experiment,source_variant,score_version,response_midi_file,response_midi_sha256,previous_objective_score,rescore_abs_drift,objective_score,style_compliance_score,non_style_structural_score,tonality_score,rhythm_score,interval_score,repetition_score,pitch_diversity_score,compression_score,pche,upc,psr,tone_span_ratio,cpr,longest_repeat_run,strong_beat_stable_rate,qualified_note_rate,qualified_rhythm_rate,groove_similarity,cadence_score,max_abs_interval,note_count,duration_seconds
R35,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,7,155268007,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1311_response_only.mid,2602b718cbb4859af642b1d1e0a1ca1ca0ae9830190f69a27b06bea1823e8d6b,0.696562,0.000000405,0.696562,0.726190,0.675106,0.666667,0.791667,0.742857,0.428571,0.695156,0.919540,1.905639,4.000000,1.000000,0.000000,0.285714,2.000000,0.000000,0.875000,1.000000,0.500000,1.000000,7.000000,8.000000,4.980000
P012,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,11,82271824,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1312_response_only.mid,e3253b6438fabf64a2e3256ffe17bafafaebd361543a62ba61b3398d8008d436,0.670153,0.000000300,0.670153,0.640512,0.691616,0.666667,0.611742,0.580000,0.600000,0.900088,0.747253,2.118078,5.000000,1.000000,0.300000,0.200000,2.000000,0.000000,0.545455,0.727273,0.562500,1.000000,17.000000,11.000000,4.980000
P036,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,14,106274923,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1313_response_only.mid,0b1a146ffdf149ccfa3adbddd1cd4c4d048196d9cbddb81131e0561150f94141,0.779709,0.000000303,0.779709,0.876284,0.709775,1.000000,0.740196,0.500000,1.000000,0.877192,0.388626,2.145136,5.000000,1.000000,0.312500,0.000000,1.000000,1.000000,1.000000,0.470588,0.750000,1.000000,53.000000,17.000000,5.328000
R04,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,7,124267914,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1314_response_only.mid,788eaad9b36092656637820117c48e22173b58d5f5f4c5fcc5300385673ba12d,0.739217,0.000000213,0.739217,0.930556,0.600661,1.000000,0.854167,0.742857,0.228571,0.615312,0.919540,1.811278,4.000000,1.000000,0.000000,0.285714,3.000000,1.000000,1.000000,1.000000,0.562500,1.000000,7.000000,8.000000,4.980000
P012,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,8,82268797,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1315_response_only.mid,3809422e323cb9cbef972e30ed93c4ea2e5ca245a8200eefe1e845d14b0e0b53,0.801060,0.000000233,0.801060,0.683201,0.886406,0.666667,0.701389,0.725000,1.000000,0.904145,0.970350,2.113283,5.000000,1.000000,0.125000,0.000000,1.000000,0.000000,0.888889,0.777778,0.437500,1.000000,8.000000,9.000000,4.800000
P016,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,4,86264773,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1316_response_only.mid,0340b9f17619323da24facbd4c785f5d8f9ec5eb604f86c80d4f4b1eb9dbec68,0.678401,0.000000093,0.678401,0.742063,0.632300,0.666667,0.825000,0.850000,0.500000,0.708939,0.344828,1.921928,4.000000,1.000000,0.000000,0.250000,2.000000,0.000000,1.000000,0.600000,0.875000,1.000000,5.000000,5.000000,5.160000
R34,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,5,154265986,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1317_response_only.mid,39c3f810d1769b407c15a0f425c14db641c18475cd959eb348a1cb50782c8f66,0.741415,0.000000149,0.741415,0.906136,0.622134,1.000000,0.802885,0.850000,0.300000,0.627977,0.719212,1.826245,4.000000,1.000000,0.000000,0.250000,3.000000,1.000000,1.000000,0.846154,0.562500,1.000000,5.000000,13.000000,5.160000
P034,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,14,104274917,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1318_response_only.mid,bbe20ba8918c86c85a3d4c10f83ecd2b6b4631ed631660a16f5a0c705409ee31,0.707553,0.000000336,0.707553,0.803298,0.638221,1.000000,0.586925,0.514286,1.000000,0.759218,0.113063,2.284561,5.000000,1.000000,0.250000,0.000000,1.000000,1.000000,0.586207,0.862069,0.312500,1.000000,24.000000,29.000000,5.328000
P042,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,5,112265860,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1319_response_only.mid,31b9cc559f0dad8c618512677371849dbe7dc831ee516cdf755a468133b4f65e,0.783205,0.000000243,0.783205,0.824735,0.753132,0.888889,0.754167,0.644444,0.555556,0.966970,0.965517,1.960964,5.000000,1.000000,0.222222,0.222222,2.000000,0.666667,1.000000,0.700000,0.562500,1.000000,8.000000,10.000000,4.620000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,3,136263914,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S131_response_only.mid,8b424f513324a288bc92c15c0ed3b843aaec573c525d3043120b33e2da8b6d97,0.757599,0.000000421,0.757599,0.795635,0.730056,0.666667,0.937500,0.800000,0.666667,0.800370,0.607143,2.235926,5.000000,1.000000,0.000000,0.166667,2.000000,0.000000,1.000000,1.000000,0.812500,1.000000,7.000000,7.000000,4.800000
R21,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,2,141262920,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1320_response_only.mid,0cf6a1a16126f2ce6b79f65e1a05abf0cbcd5de9d6fcbf9aaf5cd9d05269c4c3,0.788283,0.000000204,0.788283,0.914021,0.697231,1.000000,0.819444,0.880000,0.600000,0.705866,0.511727,1.918296,4.000000,1.000000,0.000000,0.200000,2.000000,1.000000,1.000000,0.833333,0.625000,1.000000,5.000000,6.000000,4.980000
A04,artificial_stress,calls_50,antecedent_half_cadence,copied_from_call50,pentatonic_creative,amt_small_controlled,15,64275806,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1321_response_only.mid,f1b44802cf253c917e8b37211337c50da8b2fc1d6b694dca2c9e24f2476c550c,0.645857,0.000000465,0.645857,0.682256,0.619500,0.666667,0.699405,0.266667,1.000000,0.641622,0.614828,1.842371,4.000000,1.000000,0.333333,0.000000,1.000000,0.000000,0.714286,0.571429,0.812500,1.000000,9.000000,7.000000,5.040000
R32,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,1,152261944,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1322_response_only.mid,ed62ce9ec90d9beb91d92d1d14b3d2919f1e7f0533c13ccf5d2dfe2bc9328ac9,0.767030,0.000000317,0.767030,0.950397,0.634248,1.000000,0.895833,0.577778,0.555556,0.645064,0.846658,1.846439,4.000000,1.000000,0.222222,0.222222,2.000000,1.000000,1.000000,1.000000,0.687500,1.000000,9.000000,10.000000,4.980000
R11,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,3,131263899,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1323_response_only.mid,a68b27e557378deeec68855828fdb84beba2dc3f6f2d597ef35c604dc62fe83c,0.817315,0.000000339,0.817315,0.910714,0.749680,1.000000,0.812500,0.815385,0.846154,0.635586,0.636788,1.835238,4.000000,1.000000,0.000000,0.076923,2.000000,1.000000,1.000000,1.000000,0.437500,1.000000,7.000000,14.000000,4.800000
A08,artificial_stress,calls_50,dense_motion,copied_from_call50,pentatonic_creative,amt_small_controlled,9,68269764,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1324_response_only.mid,1deb995760d5b64a5397a810699afd787f0d94edd6cc8a8f31132fa0b957e4b6,0.779916,0.000000321,0.779916,0.741071,0.808044,0.666667,0.822917,0.920000,1.000000,0.736611,0.399402,2.311278,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.468750,1.000000,5.000000,16.000000,5.184000
R03,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,11,123271947,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1325_response_only.mid,df6905a479ce504a8d3fc6b16c256f55227ac7e0b97abb4843c288e0f5aba5a0,0.797898,0.000000410,0.797898,0.927800,0.703832,1.000000,0.848380,0.625000,0.750000,0.636731,0.865801,1.836592,4.000000,1.000000,0.000000,0.125000,2.000000,1.000000,0.888889,1.000000,0.656250,1.000000,7.000000,9.000000,5.160000
P016,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,11,86271836,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1326_response_only.mid,82439abf28016085b2786baa986ab4960b601df3424b298845f4f776ea721430,0.774568,0.000000336,0.774568,0.916667,0.671670,1.000000,0.825000,0.600000,1.000000,0.727599,0.197044,2.321928,5.000000,1.000000,0.250000,0.000000,1.000000,1.000000,1.000000,0.600000,0.875000,1.000000,9.000000,5.000000,5.160000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,4,136264923,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1327_response_only.mid,d791677fd68663eff9af1ec0edfafc2f27fd6ff03f5cda2a5a76c171b55fb009,0.658501,0.000000450,0.658501,0.646825,0.666957,0.666667,0.625000,0.914286,0.714286,0.178774,0.829493,1.561278,3.000000,1.000000,0.000000,0.142857,2.000000,0.000000,1.000000,0.250000,0.625000,1.000000,5.000000,8.000000,5.220000
P032,public_midi_extract,POP909,sparse_short,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,8,102268857,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1328_response_only.mid,1b54685ee04289d3a11332ac980834767aba58c1fc5d04698d82fa9a7b241ecb,0.493222,0.000000222,0.493222,0.874339,0.217241,1.000000,0.736111,0.700000,0.000000,0.000000,0.000000,0.918296,2.000000,1.000000,0.000000,0.500000,2.000000,1.000000,1.000000,0.333333,0.875000,1.000000,4.000000,3.000000,4.440000
P044,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,4,114264857,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1329_response_only.mid,ac79825cc6d846fdd33da2f043f59df618c89a37a49dcfc53b0d8e89a01e5bf1,0.501889,0.000000234,0.501889,0.851190,0.248947,1.000000,0.687500,0.333333,0.333333,0.000000,0.310559,1.000000,2.000000,1.000000,0.666667,0.333333,2.000000,1.000000,0.250000,1.000000,0.812500,1.000000,12.000000,4.000000,4.500000
P028,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,15,98275908,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S132_response_only.mid,7179b38cea55aa279375a7c4cf67f6b394c5fe6d5eb017b767586f6cc82c2288,0.614623,0.000000186,0.614623,0.680403,0.566990,0.666667,0.695513,0.500000,0.466667,0.585342,0.822394,1.775859,4.000000,1.000000,0.250000,0.166667,3.000000,0.000000,1.000000,0.461538,0.625000,1.000000,16.000000,13.000000,5.220000
P021,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,15,91275887,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1330_response_only.mid,f3624a17c846ab9f07fb967b0e8f64bc5371ea99213422a6fe88007353916582,0.644210,0.000000440,0.644210,0.601801,0.674921,0.666667,0.530449,0.316667,0.833333,0.862942,0.803089,2.161978,5.000000,1.000000,0.333333,0.083333,2.000000,0.000000,1.000000,0.153846,0.437500,1.000000,9.000000,13.000000,5.220000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,5,136265932,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1331_response_only.mid,cbf1d6b6713323cf36e01d2d3caa2e27c3751c2e1475e656b82ee74ab6dee090,0.786965,0.000000088,0.786965,0.775794,0.795054,0.666667,0.895833,0.700000,1.000000,0.800370,0.630798,2.235926,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.687500,1.000000,7.000000,7.000000,4.800000
P026,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,11,96271866,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1332_response_only.mid,236b0dbe0643f98f104c8d222851b6203abc0577398702075e1e1d5de7978e78,0.772438,0.000000439,0.772438,0.814815,0.741751,1.000000,0.611111,0.570000,0.900000,0.940859,0.518950,2.069894,5.000000,1.000000,0.250000,0.050000,2.000000,1.000000,0.904762,0.428571,0.500000,1.000000,15.000000,21.000000,5.580000
R15,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,15,135276019,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1333_response_only.mid,99746bf1fc6d7ae869e6ffe1a138b3e377f2918777a50b4ff2ecf9b6134105e3,0.719228,0.000000218,0.719228,0.718254,0.719934,0.666667,0.775000,0.688889,0.555556,0.750420,0.996139,1.970951,4.000000,1.000000,0.111111,0.222222,2.000000,0.000000,0.800000,0.900000,0.625000,1.000000,9.000000,10.000000,4.980000
P041,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,10,111270902,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1334_response_only.mid,5f35c7fb6c5294a7f3eeeb7b8ce2cddfb576fff0884202de9a3ed508851d80f3,0.714306,0.000000280,0.714306,0.868326,0.602775,1.000000,0.723485,0.380000,1.000000,0.160333,0.987627,1.539485,3.000000,1.000000,0.200000,0.000000,1.000000,1.000000,1.000000,0.545455,0.625000,1.000000,9.000000,11.000000,5.220000
P017,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,9,87269821,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1335_response_only.mid,d5d80927bb8fe703cab34cf9205adbe0776871986759674bafba0938fba5ef20,0.688340,0.000000075,0.688340,0.797658,0.609179,0.888889,0.697304,0.225000,1.000000,0.693742,0.556999,1.903968,4.000000,1.000000,0.625000,0.000000,1.000000,0.666667,0.705882,0.823529,0.562500,1.000000,12.000000,17.000000,4.980000
R10,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,4,130264905,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1336_response_only.mid,383737a062bc84ce0bd1c6db1ea7e373d49c02d7988958b810e0a0e541b3d6b0,0.851692,0.000000276,0.851692,0.910714,0.808952,1.000000,0.812500,0.880000,0.600000,0.965838,0.795750,2.040373,5.000000,1.000000,0.000000,0.200000,2.000000,1.000000,1.000000,1.000000,0.437500,1.000000,5.000000,11.000000,4.980000
A07,artificial_stress,calls_50,sparse_cadential,copied_from_call50,pentatonic_creative,amt_small_controlled,3,67263707,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1337_response_only.mid,3d6d84c30ea5ea4e6e23a943f9fda3e367afd4a4408130079cf395f94ce29dae,0.515881,0.000000048,0.515881,0.843254,0.278818,1.000000,0.670833,0.700000,0.000000,0.000000,0.357143,0.721928,2.000000,1.000000,0.000000,0.500000,3.000000,1.000000,1.000000,0.200000,0.812500,1.000000,7.000000,5.000000,4.380000
R25,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,10,145271004,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1338_response_only.mid,683d4a44751accdeac85959b8a235f6f8e2c133d94fcb68603e4f09835aec6fe,0.736043,0.000000168,0.736043,0.716270,0.750361,0.666667,0.770833,0.742857,0.714286,0.695156,0.898876,1.905639,4.000000,1.000000,0.000000,0.142857,2.000000,0.000000,1.000000,0.750000,0.562500,1.000000,5.000000,8.000000,4.980000
P037,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,11,107271899,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1339_response_only.mid,fc143f39f8c64101405b67ba9c0ebe350b325e778ba846fb9e59d8ec40793b0f,0.730303,0.000000025,0.730303,0.890873,0.614028,1.000000,0.770833,0.690909,0.527273,0.915630,0.192208,2.099710,5.000000,1.000000,0.227273,0.136364,3.000000,1.000000,1.000000,1.000000,0.312500,1.000000,17.000000,23.000000,5.328000
A01,artificial_stress,calls_50,pentatonic_clear_motif,copied_from_call50,pentatonic_creative,amt_small_controlled,5,61265707,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S133_response_only.mid,146f2da53a256e82514edd00206111322eae096a325c3994f32bf6abb5bea8b4,0.844060,0.000000059,0.844060,0.813034,0.866527,1.000000,0.607372,0.850000,1.000000,0.781899,0.801199,2.257756,5.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.384615,0.437500,1.000000,5.000000,13.000000,5.220000
P001,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,10,71270782,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1340_response_only.mid,b66bf3fa7541fc13fb20c6573d6a262c94bf5da6365fa4c75911b3a1c5d5f0e3,0.780220,0.000000009,0.780220,0.814264,0.755568,1.000000,0.609954,0.575000,0.750000,0.898432,0.889488,1.879965,5.000000,1.000000,0.125000,0.125000,2.000000,1.000000,0.555556,0.555556,0.718750,1.000000,9.000000,9.000000,5.052000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,11,92271854,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1341_response_only.mid,0ffbfb8c5a94c6ade7a0cda5cd1e99a0889210c9681097d170dd3a4ba1496d30,0.812225,0.000000288,0.812225,0.911096,0.740629,1.000000,0.813301,0.383333,1.000000,0.831033,0.842204,2.199688,5.000000,1.000000,0.416667,0.000000,1.000000,1.000000,0.923077,0.923077,0.593750,1.000000,9.000000,13.000000,5.160000
P017,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,13,87273857,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1342_response_only.mid,d42da0150564383bc5df9b8498e02bbf7f41d4075593421996636c8ddd2b605b,0.640386,0.000000142,0.640386,0.636905,0.642907,0.666667,0.604167,0.306667,0.866667,0.781814,0.695652,2.257856,5.000000,1.000000,0.333333,0.066667,2.000000,0.000000,0.937500,0.562500,0.312500,1.000000,12.000000,16.000000,5.580000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,4,132264911,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1343_response_only.mid,7a88904d570ec5de358602fd6841c56a8f78f58eae840fc3e09109b080af67cb,0.754868,0.000000101,0.754868,0.884921,0.660692,1.000000,0.758333,0.822222,0.133333,0.896830,0.883117,2.121928,5.000000,1.000000,0.111111,0.333333,3.000000,1.000000,0.900000,1.000000,0.375000,1.000000,9.000000,10.000000,4.620000
P005,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,8,75268776,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1344_response_only.mid,284eabac0507f423d685b7593dc3371f0ad1c20699e8efd319b98c7bf5b43ca6,0.787268,0.000000082,0.787268,0.888889,0.713680,1.000000,0.766667,0.400000,1.000000,0.645064,0.916256,1.846439,4.000000,1.000000,0.333333,0.000000,1.000000,1.000000,0.900000,0.900000,0.500000,1.000000,15.000000,10.000000,4.980000
R11,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,4,131264908,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1345_response_only.mid,36a685dca0bc019d71b6624471b8898f249841c82619ff99caf87a5f2ca1ddd6,0.640254,0.000000074,0.640254,0.746032,0.563656,0.666667,0.833333,0.700000,0.550000,0.475217,0.463902,1.645711,4.000000,1.000000,0.187500,0.125000,3.000000,0.000000,1.000000,1.000000,0.500000,1.000000,9.000000,17.000000,5.160000
R08,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,7,128267926,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1346_response_only.mid,c761e5531b7eedf17dc5ce391099f5e14c5eb30c104c29052aa76399dd710651,0.748784,0.000000052,0.748784,0.801587,0.710547,1.000000,0.583333,0.733333,0.666667,0.641622,0.836237,1.842371,4.000000,1.000000,0.166667,0.166667,2.000000,1.000000,1.000000,0.000000,0.750000,1.000000,12.000000,7.000000,4.500000
R19,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,6,139266950,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1347_response_only.mid,618346829ab54bbca29b314470bf6c3621ff0caf7000ccd80ba245db08a5e149,0.727371,0.000000156,0.727371,0.577381,0.835984,0.666667,0.479167,0.775000,1.000000,0.753793,0.798398,1.974938,4.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.437500,1.000000,7.000000,9.000000,4.812000
P022,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_creative,amt_small_controlled,4,92264791,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1348_response_only.mid,593456679bbd910d9aa46c21e0bf80db5766d2ea8cf97bdeadaa4c1a2ea00896,0.796858,0.000000187,0.796858,0.839853,0.765724,1.000000,0.663690,0.476923,1.000000,0.816366,0.839827,2.217022,5.000000,1.000000,0.384615,0.000000,1.000000,1.000000,0.928571,0.500000,0.562500,1.000000,9.000000,14.000000,5.160000
R23,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,12,143273016,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1349_response_only.mid,b4c002aca44a6f0941124693bfc5c22639d666e47f15c199bba32499e45e0df6,0.697731,0.000000457,0.697731,0.683201,0.708253,0.666667,0.701389,0.650000,0.500000,0.833173,0.971429,2.197160,5.000000,1.000000,0.125000,0.250000,2.000000,0.000000,0.777778,0.888889,0.437500,1.000000,9.000000,9.000000,4.980000
R18,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,6,138266947,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S134_response_only.mid,b611846463e9187128314844db28df6f3a5c558cc4168a6aa1e0bc76f75e8914,0.713006,0.000000113,0.713006,0.804422,0.646808,1.000000,0.589286,0.566667,0.666667,0.641622,0.766551,1.842371,4.000000,1.000000,0.333333,0.166667,2.000000,1.000000,0.714286,0.428571,0.625000,1.000000,9.000000,7.000000,4.188000
R17,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,8,137268962,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1350_response_only.mid,9e53f78559d5101aa35dc8f0e87f9ccf4be10835541a80445167f40198052abb,0.640305,0.000000268,0.640305,0.813492,0.514894,0.833333,0.791667,0.866667,0.333333,0.145478,0.689384,1.521928,3.000000,1.000000,0.000000,0.333333,2.000000,0.500000,1.000000,1.000000,0.375000,1.000000,5.000000,10.000000,4.620000
P006,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,13,76273824,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1351_response_only.mid,8387b59df5ea7f47a4fc064225f41c10bf9170cac7cd540ed3488e9c5ab7e30d,0.850102,0.000000369,0.850102,0.857143,0.845003,0.833333,0.883333,0.866667,0.777778,0.855349,0.899083,2.170951,5.000000,1.000000,0.000000,0.111111,2.000000,0.500000,0.900000,1.000000,0.750000,1.000000,5.000000,10.000000,4.980000
R06,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,13,126273974,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1352_response_only.mid,c1db826a70cfc66bcec699daad25a9191ec1a5131724a716790518c6434bb389,0.861670,0.000000072,0.861670,0.900794,0.833339,1.000000,0.791667,1.000000,0.666667,0.935803,0.656575,2.075869,5.000000,1.000000,0.000000,0.166667,2.000000,1.000000,1.000000,1.000000,0.375000,1.000000,3.000000,13.000000,4.980000
A02,artificial_stress,calls_50,modal_question,copied_from_call50,pentatonic_creative,amt_small_controlled,15,62275800,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1353_response_only.mid,9e4f22d7483f4b9bfeaeaeda2c909f3f31d6ba5bba01dbcfa794945f1aa964a2,0.837533,0.000000465,0.837533,0.793651,0.869309,1.000000,0.566667,0.933333,0.777778,0.896830,0.861985,2.121928,5.000000,1.000000,0.000000,0.111111,2.000000,1.000000,1.000000,0.200000,0.500000,1.000000,5.000000,10.000000,5.040000
P008,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_creative,amt_small_controlled,7,78267776,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1354_response_only.mid,6850b7659541d48059166b0377101a6dbaaea90eb9458abf6eff430bd14fa8ad,0.773253,0.000000018,0.773253,0.905203,0.677703,1.000000,0.800926,0.475000,0.750000,0.753793,0.820368,1.974938,4.000000,1.000000,0.375000,0.125000,2.000000,1.000000,0.888889,0.888889,0.625000,1.000000,9.000000,9.000000,5.160000
R28,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_creative,amt_small_controlled,13,148274040,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1355_response_only.mid,4d2cd821e2c7350ae9d69024f3a670602f87a26774e80fe9d95b6590274cdab2,0.785966,0.000000040,0.785966,0.757937,0.806263,1.000000,0.491667,0.511111,1.000000,0.855349,0.958838,2.170951,5.000000,1.000000,0.222222,0.000000,1.000000,1.000000,0.700000,0.400000,0.375000,1.000000,9.000000,10.000000,4.620000
P043,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_bridge,pentatonic_creative,amt_small_controlled,14,113274944,A0_A6_shared_ablation_batch,A6,structural_compliance_v1.1,S1356_response_only.mid,3e66eb3f207c4d5f22aaa64d5501fc09c7962a5b1779d2f0d1ec71bc76d7d67e,0.743733,0.000000209,0.743733,0.811126,0.694931,1.000000,0.603365,0.466667,1.000000,0.553434,0.815789,1.738149,4.000000,1.000000,0.333333,0.000000,1.000000,1.000000,1.000000,0.153846,0.656250,1.000000,9.000000,13.000000,5.400000
