call_id,origin,source_dataset,category,sub_category,preset,candidate,trial,seed,source_experiment,source_variant,score_version,response_midi_file,response_midi_sha256,previous_objective_score,rescore_abs_drift,objective_score,style_compliance_score,non_style_structural_score,tonality_score,rhythm_score,interval_score,repetition_score,pitch_diversity_score,compression_score,pche,upc,psr,tone_span_ratio,cpr,longest_repeat_run,strong_beat_stable_rate,qualified_note_rate,qualified_rhythm_rate,groove_similarity,cadence_score,max_abs_interval,note_count,duration_seconds
R17,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,107275016,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S001_response_only.mid,d6cdf33486d0a34043b7f9d627549bbd632877aea391b4798abb4d7d1aa950e8,0.547922,0.000000360,0.547922,0.477579,0.598859,0.300000,0.672917,1.000000,1.000000,0.009277,0.060395,1.360964,3.000000,0.900000,0.000000,0.000000,1.000000,0.000000,0.650000,0.650000,0.718750,0.000000,3.000000,20.000000,5.772000
A04,artificial_stress,calls_50,antecedent_half_cadence,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,34274797,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S002_response_only.mid,2304f568d317be0e3dff80e126d07c2be684a45e3b0437eb46a326ac549eec12,0.750053,0.000000447,0.750053,0.723810,0.769056,0.908333,0.520833,0.714286,0.714286,0.868305,0.816327,2.155639,5.000000,0.875000,0.285714,0.142857,2.000000,1.000000,0.625000,0.250000,0.687500,0.850000,67.000000,8.000000,4.800000
P028,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,5,68265818,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S003_response_only.mid,2deb15679bf7b26f9838660686d6b472233ef5c36b3ce0c8e8df5f76a1e208af,0.453148,0.000000097,0.453148,0.390834,0.498272,0.108225,0.701705,0.537500,1.000000,0.026259,0.285714,2.618967,7.000000,0.181818,0.218750,0.000000,1.000000,0.142857,0.969697,0.666667,0.468750,0.000000,28.000000,33.000000,5.340000
R04,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,5,94265896,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S004_response_only.mid,86791b7c822356275456c47d4ae8fc4f958a273103455250efb7257e8436dca4,0.568004,0.000000195,0.568004,0.492377,0.622768,0.087719,0.937500,0.933333,0.888889,0.033792,0.462524,2.610064,7.000000,0.263158,0.000000,0.055556,2.000000,0.000000,1.000000,1.000000,0.812500,0.000000,7.000000,19.000000,5.364000
R04,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,2,94262869,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S005_response_only.mid,71be9f63edb9493bc26d750b8b5edc1cda641455c76aac7bf5fc1d48708eb006,0.700754,0.000000133,0.700754,0.672354,0.721319,0.448148,0.918981,0.894118,1.000000,0.378743,0.443997,2.468303,6.000000,0.444444,0.000000,0.000000,1.000000,0.200000,1.000000,0.944444,0.812500,0.700000,7.000000,18.000000,5.652000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,6,102266929,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S006_response_only.mid,9236684781d94427e019d4ae3a32cf732b920514467826bd5bbfd0bb50abf63b,0.541881,0.000000463,0.541881,0.752712,0.389210,0.772222,0.731250,0.765517,0.000000,0.412784,0.301587,2.428073,6.000000,0.866667,0.068966,0.379310,8.000000,0.600000,0.666667,0.933333,0.593750,0.850000,12.000000,30.000000,5.688000
P041,public_midi_extract,POP909,chromatic_outside,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,3,81263839,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S007_response_only.mid,ddc564c98f99311c9390432af76bd5a92d2053081788a7c875e5b1c9969a7946,0.637392,0.000000433,0.637392,0.580766,0.678398,0.382353,0.799020,0.300000,1.000000,0.807016,0.664887,2.228072,5.000000,0.647059,0.437500,0.000000,1.000000,0.500000,1.000000,0.647059,0.750000,0.000000,24.000000,17.000000,5.352000
R38,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,4,128264989,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S008_response_only.mid,9f0f0b39df6e2659eb61ae3bbc7aafb4120d90a52f37b1d6e27108179866992e,0.718925,0.000000491,0.718925,0.782588,0.672825,0.749415,0.819079,0.857143,1.000000,0.542519,0.000000,1.725250,6.000000,0.964912,0.035714,0.000000,1.000000,0.833333,0.929825,0.964912,0.562500,0.450000,9.000000,57.000000,4.896000
P034,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,8,74268863,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S009_response_only.mid,2e7162c386712d4b472dd0a4adf8a9dcdc9d4cbc26a6151e31dd4c2efb95d3f1,0.476619,0.000000034,0.476619,0.568452,0.410119,0.545455,0.593750,0.311628,0.906977,0.000000,0.366597,2.929517,9.000000,0.636364,0.604651,0.046512,2.000000,1.000000,0.409091,0.840909,0.531250,0.000000,36.000000,44.000000,5.484000
P010,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,1,50261728,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S010_response_only.mid,dde3a3e43888e4bc8ea341e2e3c5ee1ff645a14bf45f45ac9a73e13feebfd645,0.537505,0.000000320,0.537505,0.667196,0.443592,0.655051,0.680556,0.375000,0.812500,0.127308,0.419600,2.499545,7.000000,0.848485,0.531250,0.093750,2.000000,0.666667,0.939394,0.727273,0.375000,0.450000,60.000000,33.000000,6.132000
P006,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,9,46269788,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S011_response_only.mid,05265971c814c7c1bc04731bc8d824c65cb13551cfd7557f3294017d93a7c821,0.659152,0.000000067,0.659152,0.379960,0.861325,0.047619,0.745536,0.830769,1.000000,0.868027,0.685065,2.155968,5.000000,0.142857,0.076923,0.000000,1.000000,0.000000,0.857143,0.785714,0.593750,0.000000,15.000000,14.000000,5.413000
P047,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,8,87268902,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S012_response_only.mid,7c90818e988ceacb73062604c535a28f0718913349ea2b8961238f82c13d93e1,0.463333,0.000000130,0.463333,0.460511,0.465376,0.261905,0.678977,0.276190,1.000000,0.000000,0.602041,2.806499,8.000000,0.500000,0.666667,0.000000,1.000000,0.285714,0.909091,0.409091,0.718750,0.000000,52.000000,22.000000,8.328000
R39,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,129275082,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S013_response_only.mid,db6b420d132931415630bc4cc51455696f20e13cdb1feadd0564951b77680dbe,0.451592,0.000000019,0.451592,0.674078,0.290481,1.000000,0.315564,0.762500,0.000000,0.000000,0.312292,1.159555,3.000000,1.000000,0.125000,0.687500,9.000000,1.000000,0.235294,0.117647,0.593750,1.000000,74.000000,17.000000,5.544000
A07,artificial_stress,calls_50,sparse_cadential,copied_from_call50,pentatonic_no_theory,amt_small_raw,8,37268752,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S014_response_only.mid,343fadc79cbe414d66c7cdfdff402f22335671f3046603283db180f569d22382,0.804604,0.000000016,0.804604,0.784921,0.818857,0.816667,0.750000,0.628571,1.000000,0.775000,0.932945,2.000000,4.000000,0.750000,0.285714,0.000000,1.000000,1.000000,0.875000,0.625000,0.750000,0.700000,65.000000,8.000000,5.448000
R36,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,6,126267001,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S015_response_only.mid,6f00bd8e60c2a07cf954aebd980a0096db4a5b8857d2068fe50eb9bf05513522,0.709650,0.000000262,0.709650,0.611157,0.780973,0.380769,0.864583,0.950000,0.833333,0.627977,0.607143,1.826245,4.000000,0.692308,0.000000,0.083333,2.000000,0.000000,1.000000,1.000000,0.593750,0.450000,5.000000,13.000000,6.996000
R23,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,13,113274025,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S016_response_only.mid,09b519f4a4b025e7ff2afe47d8cac4ecbeeb0460e51a3e4dc0fe00cd1b721bb5,0.721321,0.000000122,0.721321,0.783742,0.676119,0.690196,0.886642,0.925000,1.000000,0.095947,0.522167,2.536608,7.000000,0.470588,0.000000,0.000000,1.000000,0.600000,1.000000,0.941176,0.718750,1.000000,4.000000,17.000000,5.616000
P009,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,13,49273833,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S017_response_only.mid,55ffc69f65e2b5e45e3c39afd95a2cb35c8145b8a1515e9b942258c50bd7bb8d,0.580218,0.000000051,0.580218,0.531349,0.615606,0.408333,0.666667,0.714286,0.142857,0.788462,0.952381,2.250000,5.000000,0.625000,0.285714,0.428571,2.000000,0.600000,0.750000,0.375000,0.875000,0.000000,74.000000,8.000000,5.592000
P034,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,2,74262809,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S018_response_only.mid,00a7de08eea6b64ce36c7b47a302be976e6f0237deedde53092888683c852bc7,0.522344,0.000000492,0.522344,0.583005,0.478418,0.731609,0.419540,0.421053,0.964912,0.276350,0.086180,2.323405,7.000000,0.844828,0.368421,0.017544,2.000000,0.500000,0.310345,0.448276,0.500000,0.850000,35.000000,58.000000,2.928000
P049,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,12,89272944,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S019_response_only.mid,33c5554efbf899b53e0c0b7d3c6c69533fb323105ffb5f74b07788137aa54cf4,0.502630,0.000000385,0.502630,0.554101,0.465359,0.483333,0.631944,0.925000,0.050000,0.000000,0.954082,1.224394,3.000000,1.000000,0.000000,0.375000,3.000000,0.000000,1.000000,0.333333,0.562500,0.450000,5.000000,9.000000,5.052000
R19,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,3,109263923,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S020_response_only.mid,4c7a4e0dbf6d248d52da52b24f59824faf0152eceb86a28fb37cfba27dd9cc76,0.570269,0.000000216,0.570269,0.691270,0.482648,0.600000,0.791667,0.652632,0.589474,0.125561,0.505678,2.501609,7.000000,0.550000,0.157895,0.105263,3.000000,0.800000,0.750000,1.000000,0.625000,0.450000,12.000000,20.000000,4.800000
R35,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,3,125263971,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S021_response_only.mid,832a711b24e47f190145ec066a976202212ed94095ecbe960a8fabd9f1f98b36,0.449990,0.000000063,0.449990,0.400132,0.486094,0.416667,0.381944,0.890909,0.000000,0.626933,0.338002,1.825011,4.000000,0.250000,0.000000,0.727273,5.000000,1.000000,0.166667,0.166667,0.812500,0.000000,5.000000,12.000000,4.801000
A06,artificial_stress,calls_50,syncopation,copied_from_call50,pentatonic_no_theory,amt_small_raw,3,36263704,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S022_response_only.mid,7c8013f0ae347aa710d8d4e8502d9b1ea7eaa6a83bc2ea101a94cd1e67548d82,0.830156,0.000000481,0.830156,0.768544,0.874772,0.666667,0.880609,1.000000,1.000000,0.749991,0.623693,2.295466,5.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.923077,0.718750,1.000000,3.000000,13.000000,5.256000
R05,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,10,95270944,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S023_response_only.mid,dd70f28c0abf275fcd5fb2dde51b69ac0b7951021e84f1a12f206bab7733fbbb,0.662091,0.000000172,0.662091,0.616110,0.695388,0.388215,0.866793,0.493750,1.000000,0.808429,0.412698,2.226403,5.000000,0.242424,0.281250,0.000000,1.000000,0.222222,1.000000,0.787879,0.812500,0.700000,29.000000,33.000000,5.652000
P011,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,11,51271821,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S024_response_only.mid,1ae9f1650ebc9f7d6501d2934fb592368b3954adf8ef23ab041e60d02af55e05,0.690168,0.000000027,0.690168,0.607143,0.750290,0.527778,0.694444,0.890909,0.818182,0.421057,0.849473,2.418296,6.000000,0.583333,0.000000,0.090909,2.000000,1.000000,0.833333,0.750000,0.500000,0.000000,5.000000,12.000000,5.640000
R37,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,7,127268013,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S025_response_only.mid,d850696c74f2c585524c3970ecf5ef38abeee3439073cdb347d317481b6c3228,0.674772,0.000000342,0.674772,0.652228,0.691097,0.430769,0.895833,0.700000,0.833333,0.475856,0.748833,2.353534,6.000000,0.692308,0.250000,0.083333,2.000000,0.600000,1.000000,1.000000,0.687500,0.000000,12.000000,13.000000,5.736000
P004,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,9,44269782,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S026_response_only.mid,edeb9397a647e72142381f7748f8ef08a9694fadccb786ffc3dc45b5bddd2030,0.496448,0.000000413,0.496448,0.617394,0.408867,0.777778,0.440972,1.000000,0.000000,0.000000,0.571429,1.040852,3.000000,0.833333,0.000000,0.545455,6.000000,0.500000,0.333333,0.333333,0.656250,1.000000,2.000000,12.000000,4.609000
R35,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,1,125261953,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S027_response_only.mid,e5646390c72daafd71700fe16693d8ef84ba8560da770333c78d222797af9470,0.651112,0.000000357,0.651112,0.696658,0.618131,0.487179,0.927083,0.850000,0.833333,0.127178,0.543779,2.499698,7.000000,0.461538,0.000000,0.083333,2.000000,1.000000,1.000000,1.000000,0.781250,0.000000,5.000000,13.000000,5.844000
R16,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,11,106271986,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S028_response_only.mid,991aca1e82ae0404455ea56fa9c04c818a2921509dcde88cb7956e36ec90a908,0.720289,0.000000183,0.720289,0.461971,0.907347,0.222222,0.725694,0.925000,1.000000,0.833173,0.831169,2.197160,5.000000,0.666667,0.000000,0.000000,1.000000,0.000000,0.666667,0.666667,0.843750,0.000000,7.000000,9.000000,5.544000
P035,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,9,75269875,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S029_response_only.mid,8eb2d252c87b8a3f681ddc6434eb91bb1df535fa1e5dbece38bcb3f427968f45,0.518084,0.000000473,0.518084,0.760718,0.342383,0.748366,0.774306,0.656000,0.240000,0.082703,0.305235,2.552260,8.000000,0.745098,0.200000,0.180000,4.000000,0.500000,0.705882,0.960784,0.656250,1.000000,40.000000,51.000000,5.616000
A01,artificial_stress,calls_50,pentatonic_clear_motif,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,31274788,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S030_response_only.mid,8530bf11fd9a82592af9cd11b31bf7f0b227a2e484848db14bd4f08bb1155252,0.815269,0.000000088,0.815269,0.858135,0.784228,0.972222,0.732639,0.454545,1.000000,0.912204,0.853256,1.896241,5.000000,0.916667,0.545455,0.000000,1.000000,1.000000,0.916667,0.750000,0.531250,1.000000,60.000000,12.000000,5.280000
A10,artificial_stress,calls_50,large_leap_gap_fill,copied_from_call50,pentatonic_no_theory,amt_small_raw,3,40263716,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S031_response_only.mid,caa13a98b1e6238a0bf1395e346025a675725a4dbf1544a035bb151b159d0722,0.554077,0.000000330,0.554077,0.560615,0.549342,0.866667,0.223958,0.853968,1.000000,0.000000,0.049041,2.796537,7.000000,0.750000,0.126984,0.000000,1.000000,1.000000,0.140625,0.000000,0.531250,0.850000,67.000000,64.000000,4.812000
P038,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,4,78264839,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S032_response_only.mid,0208077f2452bf21b8ecb000a22acbccbcfa439c72b9e263ca85723d75d15a89,0.523309,0.000000323,0.523309,0.376736,0.629449,0.046875,0.739583,1.000000,1.000000,0.000000,0.250802,2.799047,7.000000,0.140625,0.000000,0.000000,1.000000,0.000000,0.671875,0.984375,0.562500,0.000000,3.000000,64.000000,3.708000
P018,public_midi_extract,POP909,expressive_rubato,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,2,58262761,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S033_response_only.mid,1777ae8398114c96c5ac6e97f88548deaa9cae5875c0b7a5b7008b7f27686fd5,0.420265,0.000000204,0.420265,0.560292,0.318867,0.811828,0.283602,0.852459,0.000000,0.225000,0.000000,0.748327,4.000000,0.935484,0.147541,0.852459,53.000000,0.500000,0.129032,0.096774,0.625000,1.000000,86.000000,62.000000,3.240000
A08,artificial_stress,calls_50,dense_motion,copied_from_call50,pentatonic_no_theory,amt_small_raw,13,38273800,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S034_response_only.mid,35ff33dcd1fdb565f7f095cb091e75930c56e75ac306615a402bff9874437e52,0.777993,0.000000205,0.777993,0.697619,0.836194,0.650000,0.750000,1.000000,1.000000,0.807016,0.320106,2.228072,5.000000,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,1.000000,0.250000,0.450000,3.000000,17.000000,5.460000
R14,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,11,104271980,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S035_response_only.mid,56f7460106f6170dfaf52662946a65327e168ec5c8f35e3955bb2303552c2bf1,0.817767,0.000000017,0.817767,0.773737,0.849650,0.695455,0.859848,0.914286,1.000000,0.927211,0.384163,1.913977,5.000000,0.636364,0.000000,0.000000,1.000000,0.600000,0.954545,1.000000,0.625000,0.850000,5.000000,22.000000,5.508000
P008,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,11,48271812,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S036_response_only.mid,41467d8c5ab40815ed1306b3f94a3a86363c6ba6951df3ba3f5cb419016ef986,0.438775,0.000000303,0.438775,0.451786,0.429354,0.133333,0.802083,0.489655,0.324138,0.571457,0.290214,2.240551,6.000000,0.400000,0.448276,0.137931,4.000000,0.000000,1.000000,1.000000,0.406250,0.000000,10.000000,30.000000,5.700000
P010,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,12,50272827,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S037_response_only.mid,40ce170b219bbf8c50f69ab18758f835711250ebc3c916949dfad35b14050e1a,0.624670,0.000000170,0.624670,0.748104,0.535286,0.761111,0.733796,0.211765,0.564706,0.938613,0.505898,1.927451,5.000000,0.833333,0.647059,0.117647,3.000000,0.600000,0.777778,0.611111,0.812500,0.850000,81.000000,18.000000,4.740000
P049,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,6,89266890,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S038_response_only.mid,0a96458f691b7806634d34bce0977424d457de6c1eca954f8dcd5b873013f84e,0.641656,0.000000014,0.641656,0.622449,0.655565,0.571429,0.678571,0.584615,0.846154,0.424862,0.801314,2.413800,6.000000,0.714286,0.230769,0.076923,2.000000,1.000000,1.000000,0.285714,0.750000,0.000000,36.000000,14.000000,4.932000
P049,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,3,89263863,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S039_response_only.mid,0b8209b6bbde74533225988afdb12ff80046351883d14b997e80e39a76ee5ee9,0.405169,0.000000226,0.405169,0.324537,0.463558,0.155556,0.510417,0.614286,0.171429,0.493303,0.618012,2.332915,6.000000,0.466667,0.214286,0.214286,4.000000,0.000000,0.466667,0.533333,0.531250,0.000000,66.000000,15.000000,5.448000
P050,public_midi_extract,POP909,repetition_tail,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,12,90272947,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S040_response_only.mid,5e2d21fb198e3decde2ff802af99532ccf0994af6a9a1172c1f488d6d0379388,0.582292,0.000000333,0.582292,0.576885,0.586207,0.500000,0.661458,1.000000,1.000000,0.000000,0.000000,1.000000,2.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.453125,1.000000,0.531250,1.000000,3.000000,64.000000,4.932000
P036,public_midi_extract,POP909,dense_fast,two_bar_pop909_bridge,pentatonic_no_theory,amt_small_raw,10,76270887,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S041_response_only.mid,9b4a351f1cffd04b235a4cb080e280d617c9654759a8aa257fa068e0faf54e04,0.594798,0.000000049,0.594798,0.820040,0.431692,0.793750,0.848958,0.320635,0.968254,0.181359,0.123562,2.435667,7.000000,0.906250,0.507937,0.015873,2.000000,0.625000,0.921875,1.000000,0.625000,0.850000,40.000000,64.000000,3.708000
P047,public_midi_extract,POP909,false_ending_pause,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,4,87264866,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S042_response_only.mid,2d119633ec9f73908a6717bac9f14acefeb84f43065164782824058324c58f41,0.529238,0.000000095,0.529238,0.376190,0.640066,0.066667,0.716667,0.644444,1.000000,0.000000,0.952381,2.721928,7.000000,0.200000,0.222222,0.000000,1.000000,0.000000,0.900000,0.500000,0.750000,0.000000,78.000000,10.000000,5.424000
A01,artificial_stress,calls_50,pentatonic_clear_motif,copied_from_call50,pentatonic_no_theory,amt_small_raw,2,31262680,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S043_response_only.mid,200cd2c78268c460814d245c99d9a6eaa88c179cd1eb58ab645497c73f544153,0.775848,0.000000160,0.775848,0.714286,0.820427,0.833333,0.583333,0.945455,0.636364,0.953813,0.703141,2.054585,5.000000,1.000000,0.000000,0.181818,2.000000,0.500000,0.750000,0.250000,0.750000,1.000000,5.000000,12.000000,5.496000
R18,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,11,108271992,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S044_response_only.mid,09a497fb82aa38e39202419865f94eea73d35779ea963b323265b57e50b0f818,0.613440,0.000000117,0.613440,0.762566,0.505452,0.750000,0.776389,0.255172,1.000000,0.441993,0.253521,2.393554,6.000000,0.600000,0.517241,0.000000,1.000000,0.800000,0.900000,0.866667,0.562500,0.850000,46.000000,30.000000,6.144000
R12,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,14,102275001,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S045_response_only.mid,a69b86112dd423a99bddb0b7e841237871aea12a611fba4f54f03fa3682ec663,0.552128,0.000000249,0.552128,0.570689,0.538687,0.346405,0.817402,0.775000,0.000000,0.887134,0.487395,2.133387,5.000000,0.705882,0.000000,0.500000,4.000000,0.333333,0.823529,0.941176,0.687500,0.000000,5.000000,17.000000,5.508000
P008,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,9,48269794,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S046_response_only.mid,d520fd31caa12610043a5a6b731e178cc86055e52947e6ac9da55ffa03053bb3,0.496691,0.000000296,0.496691,0.496136,0.497093,0.273016,0.741567,0.512195,1.000000,0.000000,0.361186,2.787270,9.000000,0.619048,0.341463,0.000000,1.000000,0.200000,0.928571,0.952381,0.343750,0.000000,22.000000,42.000000,5.424000
P010,public_midi_extract,POP909,clear_motif_melody,two_bar_pop909_melody,pentatonic_no_theory,amt_small_raw,7,50267782,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S047_response_only.mid,dc3cd91f5d2ec799ce2b5e7f37bf558f00dbc207376af888d282317646b52044,0.414241,0.000000482,0.414241,0.638360,0.251947,0.988889,0.252778,0.793103,0.000000,0.000000,0.033708,0.560825,3.000000,0.966667,0.206897,0.793103,14.000000,1.000000,0.100000,0.033333,0.625000,1.000000,82.000000,30.000000,4.476000
R03,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,8,93268920,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S048_response_only.mid,31a5ec5cf8cb3ce268c2c892fc117e4a4fe03f99a7377bb7a5e3b43f50b0b671,0.423985,0.000000242,0.423985,0.395465,0.444637,0.257143,0.547619,0.911111,0.000000,0.538587,0.184874,2.279398,6.000000,0.321429,0.000000,0.592593,11.000000,0.000000,0.178571,0.964286,0.500000,0.450000,5.000000,28.000000,5.544000
P027,public_midi_extract,POP909,chord_arpeggio_polyphonic,two_bar_pop909_piano,pentatonic_no_theory,amt_small_raw,2,67262788,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S049_response_only.mid,c112196c6208dc8aeef03684e8323480ab55f967c6f479d122acf281a5577224,0.492761,0.000000196,0.492761,0.359524,0.589243,0.000000,0.755000,0.441667,1.000000,0.309354,0.589512,2.550308,6.000000,0.000000,0.333333,0.000000,1.000000,0.000000,1.000000,0.640000,0.625000,0.000000,21.000000,25.000000,5.436000
R25,real_public_dataset,calls_50,real_two_bar_monophonic_major_minor,copied_from_call50,pentatonic_no_theory,amt_small_raw,13,115274031,A0_A6_shared_ablation_batch,A0,structural_compliance_v1.1,S050_response_only.mid,6d325bf2046d02ecd406d13c714d4939c8b5d6d7ed9812fea56de0fc3251807a,0.506617,0.000000300,0.506617,0.386669,0.593477,0.000000,0.812004,0.970000,0.100000,0.820123,0.387993,2.212582,5.000000,0.000000,0.000000,0.350000,3.000000,0.000000,0.952381,0.952381,0.531250,0.000000,5.000000,21.000000,5.712000
